"C_Text__c","C_Number__c"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"","100.0"
"","100.0"
"","100.0"
"","101.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","100.0"
"","100.0"
"","100.0"
"","101.0"
"","101.0"
"","101.0"
"","101.0"
"","101.0"
"","101.0"
"","101.0"
"","101.0"
"","100.0"
"","100.0"
"","100.0"
"","100.0"
"","100.0"
"","100.0"
"","100.0"
"","101.0"
"","101.0"
"","101.0"
"","101.0"
"","200.0"
"","200.0"
"","200.0"
"","200.0"
"","300.0"
"","300.0"
"","300.0"
"","300.0"
"","300.0"
"","300.0"
"","300.0"
"","300.0"
"","200.0"
"","200.0"
"","200.0"
"","200.0"
"","200.0"
"","200.0"
"","200.0"
"","200.0"
"","300.0"
"","300.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","400.0"
"","200.0"
"","300.0"
"","300.0"
"","300.0"
"","400.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"","500.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
