JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 1,USERLEVEL,-26,User 2,3,28,163,8,248,56,304,8868,14845
Adoption Test - Account 1,USERLEVEL,-25,User 2,54,39,64,59,125,9,406,8215,13414
Adoption Test - Account 1,USERLEVEL,-24,User 2,58,42,130,146,228,35,347,1461,6178
Adoption Test - Account 1,USERLEVEL,-23,User 2,75,22,182,25,155,12,432,5858,13796
Adoption Test - Account 1,USERLEVEL,-22,User 2,51,31,152,26,126,40,588,9781,9017
Adoption Test - Account 1,USERLEVEL,-21,User 2,93,36,51,46,229,11,673,289,8646
Adoption Test - Account 1,USERLEVEL,-20,User 2,92,48,197,140,230,55,976,9465,11941
Adoption Test - Account 1,USERLEVEL,-19,User 2,99,44,91,10,176,25,477,3680,734
Adoption Test - Account 1,USERLEVEL,-18,User 2,44,11,183,34,110,51,642,9479,16929
Adoption Test - Account 1,USERLEVEL,-17,User 2,72,36,77,0,179,8,540,1926,8441
Adoption Test - Account 1,USERLEVEL,-16,User 2,32,10,87,90,100,55,767,5214,4489
Adoption Test - Account 1,USERLEVEL,-15,User 2,67,30,115,10,194,35,898,1975,5254
Adoption Test - Account 1,USERLEVEL,-14,User 2,96,34,116,48,211,58,148,2353,18072
Adoption Test - Account 1,USERLEVEL,-13,User 2,36,36,145,127,109,6,49,7864,10386
Adoption Test - Account 1,USERLEVEL,-12,User 2,40,41,84,58,141,17,2,4072,11908
Adoption Test - Account 1,USERLEVEL,-11,User 2,52,15,153,87,158,37,509,772,9950
Adoption Test - Account 1,USERLEVEL,-10,User 2,34,19,62,116,230,55,234,2598,1557
Adoption Test - Account 1,USERLEVEL,-9,User 2,35,35,118,85,112,16,318,2690,817
Adoption Test - Account 1,USERLEVEL,-8,User 2,8,41,120,56,250,45,839,9616,13236
Adoption Test - Account 1,USERLEVEL,-7,User 2,8,10,71,132,114,46,112,6248,15496
Adoption Test - Account 1,USERLEVEL,-6,User 2,13,42,55,93,149,37,402,504,17744
Adoption Test - Account 1,USERLEVEL,-5,User 2,10,11,166,44,176,57,176,229,1482
Adoption Test - Account 1,USERLEVEL,-4,User 2,86,47,200,19,226,4,106,8901,8703
Adoption Test - Account 1,USERLEVEL,-3,User 2,74,20,130,41,132,14,827,9356,8049
Adoption Test - Account 1,USERLEVEL,-2,User 2,94,45,98,43,103,17,252,4794,6392
Adoption Test - Account 1,USERLEVEL,-1,User 2,49,43,137,13,100,9,513,2792,11969
Adoption Test - Account 1,USERLEVEL,0,User 2,1,32,79,146,114,10,498,3169,9257
Adoption Test - Account 1,USERLEVEL,-27,User 3,0,31,52,20,211,54,270,2525,12121
Adoption Test - Account 1,USERLEVEL,-26,User 3,72,18,184,58,229,24,18,6961,10695
Adoption Test - Account 1,USERLEVEL,-25,User 3,25,42,160,88,175,60,309,8761,4192
Adoption Test - Account 1,USERLEVEL,-24,User 3,29,12,141,125,115,2,317,2895,10627
Adoption Test - Account 1,USERLEVEL,-23,User 3,6,47,180,108,197,3,845,3161,13323
Adoption Test - Account 1,USERLEVEL,-22,User 3,46,38,67,76,237,25,596,2801,16155
Adoption Test - Account 1,USERLEVEL,-21,User 3,60,43,112,35,156,1,462,1354,5412
Adoption Test - Account 1,USERLEVEL,-20,User 3,69,35,137,32,123,20,977,5049,2301
Adoption Test - Account 1,USERLEVEL,-19,User 3,27,36,167,40,250,32,88,648,13284
Adoption Test - Account 1,USERLEVEL,-18,User 3,18,24,122,131,151,58,46,3258,15133
Adoption Test - Account 1,USERLEVEL,-17,User 3,97,16,60,140,206,60,979,5033,15037
Adoption Test - Account 1,USERLEVEL,-16,User 3,90,42,140,120,128,38,850,7939,3356
Adoption Test - Account 1,USERLEVEL,-15,User 3,18,47,168,20,223,10,95,3605,11598
Adoption Test - Account 1,USERLEVEL,-14,User 3,61,19,157,109,146,33,402,7521,4236
Adoption Test - Account 1,USERLEVEL,-13,User 3,56,45,74,50,244,18,47,7693,15566
Adoption Test - Account 1,USERLEVEL,-12,User 3,82,17,77,2,166,12,432,1916,10065
Adoption Test - Account 1,USERLEVEL,-11,User 3,5,24,168,47,116,27,854,6580,18383
Adoption Test - Account 1,USERLEVEL,-10,User 3,88,17,69,51,120,31,197,2675,183
Adoption Test - Account 1,USERLEVEL,-9,User 3,82,18,106,130,148,1,987,4511,6995
Adoption Test - Account 1,USERLEVEL,-8,User 3,20,42,73,127,160,50,776,2594,7154
Adoption Test - Account 1,USERLEVEL,-7,User 3,13,32,88,98,180,56,807,2290,2009
Adoption Test - Account 1,USERLEVEL,-6,User 3,24,24,164,23,144,51,2,5662,8850
Adoption Test - Account 1,USERLEVEL,-5,User 3,74,34,121,134,240,59,160,7735,3016
Adoption Test - Account 1,USERLEVEL,-4,User 3,27,50,166,117,147,32,803,1772,13834
Adoption Test - Account 1,USERLEVEL,-3,User 3,24,36,72,113,186,15,728,9917,13064
Adoption Test - Account 1,USERLEVEL,-2,User 3,73,29,100,121,245,49,322,4907,4093
Adoption Test - Account 1,USERLEVEL,-1,User 3,53,43,70,147,227,2,510,4310,15146
Adoption Test - Account 1,USERLEVEL,0,User 3,78,10,117,108,186,55,107,9716,9126
Adoption Test - Account 1,USERLEVEL,-27,User 4,91,29,174,131,131,33,572,6012,581
Adoption Test - Account 1,USERLEVEL,-26,User 4,96,13,123,112,140,24,107,1804,3974
Adoption Test - Account 1,USERLEVEL,-25,User 4,92,29,95,23,151,14,933,5867,19559
Adoption Test - Account 1,USERLEVEL,-24,User 4,69,47,165,100,123,4,69,4042,13838
Adoption Test - Account 1,USERLEVEL,-23,User 4,5,37,166,7,138,43,676,833,7289
Adoption Test - Account 1,USERLEVEL,-22,User 4,70,35,157,92,176,58,843,1245,11391
Adoption Test - Account 1,USERLEVEL,-21,User 4,1,13,74,60,147,43,287,2965,13962
Adoption Test - Account 1,USERLEVEL,-20,User 4,61,11,114,26,207,43,400,4291,18366
Adoption Test - Account 1,USERLEVEL,-19,User 4,58,19,191,127,107,60,892,5788,9806
Adoption Test - Account 1,USERLEVEL,-18,User 4,29,32,138,143,166,15,156,1930,19191
Adoption Test - Account 1,USERLEVEL,-17,User 4,60,40,91,149,180,24,771,6581,6138
Adoption Test - Account 1,USERLEVEL,-16,User 4,13,50,180,109,224,1,397,1694,13867
Adoption Test - Account 1,USERLEVEL,-15,User 4,32,19,54,130,180,8,352,9112,13287
Adoption Test - Account 1,USERLEVEL,-14,User 4,88,33,138,61,207,22,443,4218,1067
Adoption Test - Account 1,USERLEVEL,-13,User 4,89,35,58,116,137,59,299,3756,8600
Adoption Test - Account 1,USERLEVEL,-12,User 4,46,19,110,102,124,17,765,6966,361
Adoption Test - Account 1,USERLEVEL,-11,User 4,0,21,164,30,138,9,637,6662,17596
Adoption Test - Account 1,USERLEVEL,-10,User 4,35,39,125,51,132,16,958,2372,3713
Adoption Test - Account 1,USERLEVEL,-9,User 4,55,43,76,139,215,2,491,9389,8638
Adoption Test - Account 1,USERLEVEL,-8,User 4,39,37,196,130,102,7,476,1853,5952
Adoption Test - Account 1,USERLEVEL,-7,User 4,54,10,152,129,230,54,492,8151,8806
Adoption Test - Account 1,USERLEVEL,-6,User 4,67,34,166,71,110,58,89,2762,4057
Adoption Test - Account 1,USERLEVEL,-5,User 4,59,28,128,53,191,20,825,8571,11689
Adoption Test - Account 1,USERLEVEL,-4,User 4,22,29,163,103,184,47,210,4705,9233
Adoption Test - Account 1,USERLEVEL,-3,User 4,19,29,79,53,212,27,586,4160,16950
Adoption Test - Account 1,USERLEVEL,-2,User 4,100,15,53,30,105,47,724,4194,15143
Adoption Test - Account 1,USERLEVEL,-1,User 4,65,48,107,26,149,57,856,6078,16778
Adoption Test - Account 1,USERLEVEL,0,User 4,67,24,65,72,239,22,26,2773,12734
Adoption Test - Account 1,USERLEVEL,-27,User 5,6,36,186,10,167,59,435,7952,7864
Adoption Test - Account 1,USERLEVEL,-26,User 5,56,32,166,29,221,20,400,9621,884
Adoption Test - Account 1,USERLEVEL,-25,User 5,83,49,179,135,232,32,513,9284,13270
Adoption Test - Account 1,USERLEVEL,-24,User 5,99,48,131,39,214,22,109,3175,19434
Adoption Test - Account 1,USERLEVEL,-23,User 5,46,20,72,113,145,42,394,989,7359
Adoption Test - Account 1,USERLEVEL,-22,User 5,52,36,160,3,159,6,939,8275,10397
Adoption Test - Account 1,USERLEVEL,-21,User 5,30,36,96,71,169,17,315,8411,4728
Adoption Test - Account 1,USERLEVEL,-20,User 5,16,38,159,16,175,12,117,8827,9884
Adoption Test - Account 1,USERLEVEL,-19,User 5,85,49,167,66,122,60,961,3777,15054
Adoption Test - Account 1,USERLEVEL,-18,User 5,55,34,198,100,191,12,32,9226,13390
Adoption Test - Account 1,USERLEVEL,-17,User 5,72,27,76,28,245,40,286,2491,2388
Adoption Test - Account 1,USERLEVEL,-16,User 5,72,37,81,126,115,53,315,7683,2238
Adoption Test - Account 1,USERLEVEL,-15,User 5,73,24,197,144,175,57,487,5066,15248
Adoption Test - Account 1,USERLEVEL,-14,User 5,67,37,147,69,234,58,653,3584,15107
Adoption Test - Account 1,USERLEVEL,-13,User 5,28,35,131,98,122,54,750,3873,13380
Adoption Test - Account 1,USERLEVEL,-12,User 5,16,12,122,15,138,59,266,6662,6171
Adoption Test - Account 1,USERLEVEL,-11,User 5,82,46,169,16,108,53,912,6721,17872
Adoption Test - Account 1,USERLEVEL,-10,User 5,87,31,160,68,138,21,595,3707,13510
Adoption Test - Account 1,USERLEVEL,-9,User 5,81,33,79,94,248,59,947,2901,9970
Adoption Test - Account 1,USERLEVEL,-8,User 5,41,46,176,46,153,30,566,180,12834
Adoption Test - Account 1,USERLEVEL,-7,User 5,97,12,186,58,124,48,502,2197,9808
Adoption Test - Account 1,USERLEVEL,-6,User 5,80,29,95,29,123,5,74,754,6018
Adoption Test - Account 1,USERLEVEL,-5,User 5,10,28,132,131,200,3,271,6953,14847
Adoption Test - Account 1,USERLEVEL,-4,User 5,7,22,194,129,172,20,652,9679,10622
Adoption Test - Account 1,USERLEVEL,-3,User 5,31,25,126,8,149,9,494,8703,16158
Adoption Test - Account 1,USERLEVEL,-2,User 5,39,49,142,37,152,44,720,9324,11622
Adoption Test - Account 1,USERLEVEL,-1,User 5,89,31,133,11,186,12,361,756,10710
Adoption Test - Account 1,USERLEVEL,0,User 5,77,21,127,117,100,27,707,5196,12816
Adoption Test - Account 10,USERLEVEL,-27,User 1,69,33,59,58,200,29,200,1673,5108
Adoption Test - Account 10,USERLEVEL,-26,User 1,69,16,60,24,176,28,117,2552,8755
Adoption Test - Account 10,USERLEVEL,-25,User 1,74,28,111,39,235,55,780,2031,3444
Adoption Test - Account 10,USERLEVEL,-24,User 1,35,50,147,112,134,17,114,3974,11095
Adoption Test - Account 10,USERLEVEL,-23,User 1,58,39,53,118,137,9,387,9425,6978
Adoption Test - Account 10,USERLEVEL,-22,User 1,59,33,164,51,227,39,10,9424,11407
Adoption Test - Account 10,USERLEVEL,-21,User 1,56,30,142,33,193,60,872,8011,16773
Adoption Test - Account 10,USERLEVEL,-20,User 1,100,14,78,16,238,51,859,4604,20000
Adoption Test - Account 10,USERLEVEL,-19,User 1,73,37,192,146,224,42,6,9660,1449
Adoption Test - Account 10,USERLEVEL,-18,User 1,30,10,173,57,107,22,272,6404,3096
Adoption Test - Account 10,USERLEVEL,-17,User 1,32,50,73,146,156,10,185,1068,16856
Adoption Test - Account 10,USERLEVEL,-16,User 1,92,20,50,149,148,21,736,8410,3797
Adoption Test - Account 10,USERLEVEL,-15,User 1,6,32,94,117,221,31,25,7741,19656
Adoption Test - Account 10,USERLEVEL,-14,User 1,47,29,64,99,202,60,938,2823,15816
Adoption Test - Account 10,USERLEVEL,-13,User 1,13,39,150,68,243,7,662,5085,5937
Adoption Test - Account 10,USERLEVEL,-12,User 1,16,20,94,92,145,43,327,7640,13216
Adoption Test - Account 10,USERLEVEL,-11,User 1,79,14,74,91,103,54,287,2984,5816
Adoption Test - Account 10,USERLEVEL,-10,User 1,73,34,176,58,212,26,787,8499,16975
Adoption Test - Account 10,USERLEVEL,-9,User 1,87,11,98,81,112,26,154,9156,5426
Adoption Test - Account 10,USERLEVEL,-8,User 1,90,50,194,38,210,46,551,6640,17767
Adoption Test - Account 10,USERLEVEL,-7,User 1,35,44,72,101,223,25,358,4331,14804
Adoption Test - Account 10,USERLEVEL,-6,User 1,29,35,161,16,108,8,680,4903,723
Adoption Test - Account 10,USERLEVEL,-5,User 1,11,25,114,52,215,43,444,2510,15305
Adoption Test - Account 10,USERLEVEL,-4,User 1,88,35,90,114,108,44,365,6587,5656
Adoption Test - Account 10,USERLEVEL,-3,User 1,86,11,155,32,162,26,360,9907,16819
Adoption Test - Account 10,USERLEVEL,-2,User 1,94,36,197,126,169,58,869,2901,17744
Adoption Test - Account 10,USERLEVEL,-1,User 1,94,36,121,150,161,52,361,2988,5010
Adoption Test - Account 10,USERLEVEL,0,User 1,67,42,176,82,184,3,51,386,3244
Adoption Test - Account 10,USERLEVEL,-27,User 2,94,31,117,100,124,16,264,5877,1531
Adoption Test - Account 10,USERLEVEL,-26,User 2,35,46,97,135,134,47,80,6833,1254
Adoption Test - Account 10,USERLEVEL,-25,User 2,57,14,78,18,136,49,493,3342,19544
Adoption Test - Account 10,USERLEVEL,-24,User 2,85,42,56,108,250,53,253,1517,14805
Adoption Test - Account 10,USERLEVEL,-23,User 2,92,17,133,137,146,41,589,4470,12833
Adoption Test - Account 10,USERLEVEL,-22,User 2,50,29,196,64,157,1,401,1456,3706
Adoption Test - Account 10,USERLEVEL,-21,User 2,12,46,61,22,126,37,562,9424,5047
Adoption Test - Account 10,USERLEVEL,-20,User 2,20,31,162,146,139,9,42,4335,11284
Adoption Test - Account 10,USERLEVEL,-19,User 2,18,18,118,103,166,37,884,3180,677
Adoption Test - Account 10,USERLEVEL,-18,User 2,82,21,111,112,136,54,879,2222,19496
Adoption Test - Account 10,USERLEVEL,-17,User 2,80,30,197,50,247,9,977,7633,12151
Adoption Test - Account 10,USERLEVEL,-16,User 2,53,15,71,88,109,57,94,9218,6788
Adoption Test - Account 10,USERLEVEL,-15,User 2,15,40,77,42,137,42,862,2478,17253
Adoption Test - Account 10,USERLEVEL,-14,User 2,73,42,68,116,230,56,88,8346,6623
Adoption Test - Account 10,USERLEVEL,-13,User 2,87,10,104,126,132,16,117,7849,8274
Adoption Test - Account 10,USERLEVEL,-12,User 2,38,14,149,55,102,56,942,1844,14585
Adoption Test - Account 10,USERLEVEL,-11,User 2,47,36,88,114,223,29,70,468,5204
Adoption Test - Account 10,USERLEVEL,-10,User 2,82,46,92,43,184,41,226,4590,2948
Adoption Test - Account 10,USERLEVEL,-9,User 2,74,11,99,91,246,60,577,3606,17553
Adoption Test - Account 10,USERLEVEL,-8,User 2,65,37,137,30,216,55,938,4739,15102
Adoption Test - Account 10,USERLEVEL,-7,User 2,92,38,145,27,184,9,880,7646,16007
Adoption Test - Account 10,USERLEVEL,-6,User 2,46,32,101,54,202,35,671,8249,2846
Adoption Test - Account 10,USERLEVEL,-5,User 2,35,17,197,144,197,56,54,3905,309
Adoption Test - Account 10,USERLEVEL,-4,User 2,76,16,123,110,243,48,570,2211,2721
Adoption Test - Account 10,USERLEVEL,-3,User 2,34,14,135,133,104,39,799,3249,11822
Adoption Test - Account 10,USERLEVEL,-2,User 2,72,42,71,55,133,54,995,934,2968
Adoption Test - Account 10,USERLEVEL,-1,User 2,23,44,143,106,174,2,211,5721,2010
Adoption Test - Account 10,USERLEVEL,0,User 2,21,44,60,125,144,16,753,4251,6666
Adoption Test - Account 10,USERLEVEL,-27,User 3,83,27,85,142,125,24,72,9950,263
Adoption Test - Account 10,USERLEVEL,-26,User 3,21,37,150,14,155,12,816,2331,3484
Adoption Test - Account 10,USERLEVEL,-25,User 3,85,30,180,32,173,45,671,7501,4159
Adoption Test - Account 10,USERLEVEL,-24,User 3,82,27,53,11,156,1,293,7510,1649
Adoption Test - Account 10,USERLEVEL,-23,User 3,53,13,161,145,150,52,670,7396,11912
Adoption Test - Account 10,USERLEVEL,-22,User 3,77,13,175,11,126,54,298,5223,19261
Adoption Test - Account 10,USERLEVEL,-21,User 3,0,14,58,5,238,40,99,4289,19738
Adoption Test - Account 10,USERLEVEL,-20,User 3,13,37,142,62,110,45,250,3787,19003
Adoption Test - Account 10,USERLEVEL,-19,User 3,33,18,192,150,181,53,675,4090,12034
Adoption Test - Account 10,USERLEVEL,-18,User 3,96,14,195,1,188,34,442,2745,13276
Adoption Test - Account 10,USERLEVEL,-17,User 3,34,10,199,121,115,52,391,3287,7535
Adoption Test - Account 10,USERLEVEL,-16,User 3,22,49,145,21,125,9,244,9375,1183
Adoption Test - Account 10,USERLEVEL,-15,User 3,48,20,191,110,181,56,625,1107,19114
Adoption Test - Account 10,USERLEVEL,-14,User 3,62,15,117,89,131,39,375,3343,5716
Adoption Test - Account 10,USERLEVEL,-13,User 3,48,18,104,124,228,42,673,5221,7748
Adoption Test - Account 10,USERLEVEL,-12,User 3,16,38,86,74,204,56,753,360,19361
Adoption Test - Account 10,USERLEVEL,-11,User 3,73,17,75,34,188,18,563,2719,5704
Adoption Test - Account 10,USERLEVEL,-10,User 3,10,19,72,64,198,32,5,2405,7863
Adoption Test - Account 10,USERLEVEL,-9,User 3,73,16,181,95,229,59,901,401,7525
Adoption Test - Account 10,USERLEVEL,-8,User 3,7,42,127,1,141,11,725,2265,4993
Adoption Test - Account 10,USERLEVEL,-7,User 3,36,45,182,52,165,25,522,2976,16540
Adoption Test - Account 10,USERLEVEL,-6,User 3,22,34,50,140,177,14,658,892,2602
Adoption Test - Account 10,USERLEVEL,-5,User 3,4,27,191,135,173,36,450,7163,12254
Adoption Test - Account 10,USERLEVEL,-4,User 3,36,32,87,95,236,30,176,3368,14724
Adoption Test - Account 10,USERLEVEL,-3,User 3,37,22,157,23,233,19,125,9931,192
Adoption Test - Account 10,USERLEVEL,-2,User 3,25,36,110,57,163,10,692,8448,16558
Adoption Test - Account 10,USERLEVEL,-1,User 3,86,11,86,57,137,8,693,1884,16833
Adoption Test - Account 10,USERLEVEL,0,User 3,62,41,145,127,155,58,978,215,11241
Adoption Test - Account 10,USERLEVEL,-27,User 4,93,42,141,116,225,46,495,8628,15111
Adoption Test - Account 10,USERLEVEL,-26,User 4,39,12,85,126,163,16,900,3181,4870
Adoption Test - Account 10,USERLEVEL,-25,User 4,2,25,57,147,193,24,554,5300,19740
Adoption Test - Account 10,USERLEVEL,-24,User 4,15,28,144,58,194,10,618,2762,8099
Adoption Test - Account 10,USERLEVEL,-23,User 4,8,18,147,77,172,16,219,1735,17910
Adoption Test - Account 10,USERLEVEL,-22,User 4,21,37,87,54,224,16,197,3421,15758
Adoption Test - Account 10,USERLEVEL,-21,User 4,91,20,178,146,117,12,109,9169,4559
Adoption Test - Account 10,USERLEVEL,-20,User 4,59,30,70,118,159,56,685,6845,16762
Adoption Test - Account 10,USERLEVEL,-19,User 4,65,40,95,115,102,2,963,4483,3533
Adoption Test - Account 10,USERLEVEL,-18,User 4,92,10,142,39,113,27,835,6912,9126
Adoption Test - Account 10,USERLEVEL,-17,User 4,94,28,148,98,153,15,41,6873,7601
Adoption Test - Account 10,USERLEVEL,-16,User 4,74,46,171,85,155,13,381,2739,18680
Adoption Test - Account 10,USERLEVEL,-15,User 4,17,43,127,16,188,2,411,8550,1236
Adoption Test - Account 10,USERLEVEL,-14,User 4,88,50,177,63,218,7,117,7861,11509
Adoption Test - Account 10,USERLEVEL,-13,User 4,77,40,73,13,140,41,790,1531,16416
Adoption Test - Account 10,USERLEVEL,-12,User 4,19,11,169,38,189,12,151,592,7785
Adoption Test - Account 10,USERLEVEL,-11,User 4,43,29,169,44,126,27,275,9076,15720
Adoption Test - Account 10,USERLEVEL,-10,User 4,60,50,113,114,176,30,591,7449,16915
Adoption Test - Account 10,USERLEVEL,-9,User 4,61,12,110,10,233,30,532,1131,4715
Adoption Test - Account 10,USERLEVEL,-8,User 4,32,47,102,72,175,23,102,4915,2522
Adoption Test - Account 10,USERLEVEL,-7,User 4,51,14,84,7,138,27,337,3882,6313
Adoption Test - Account 10,USERLEVEL,-6,User 4,75,23,91,51,169,57,621,3979,15861
Adoption Test - Account 10,USERLEVEL,-5,User 4,58,46,58,61,118,3,97,7684,17206
Adoption Test - Account 10,USERLEVEL,-4,User 4,50,31,183,150,232,26,997,9156,4134
Adoption Test - Account 10,USERLEVEL,-3,User 4,39,25,173,2,113,42,408,3524,19422
Adoption Test - Account 10,USERLEVEL,-2,User 4,95,40,182,77,188,31,129,6107,628
Adoption Test - Account 10,USERLEVEL,-1,User 4,9,19,184,13,167,32,255,1405,4964
Adoption Test - Account 10,USERLEVEL,0,User 4,29,31,119,68,222,28,359,6744,2241
Adoption Test - Account 10,USERLEVEL,-27,User 5,66,37,84,121,199,49,429,6148,582
Adoption Test - Account 10,USERLEVEL,-26,User 5,70,35,68,74,112,47,746,2708,18362
Adoption Test - Account 10,USERLEVEL,-25,User 5,10,39,51,38,108,20,553,9842,2629
Adoption Test - Account 10,USERLEVEL,-24,User 5,48,46,198,8,168,5,877,4221,11001
Adoption Test - Account 10,USERLEVEL,-23,User 5,89,43,78,40,229,49,532,9973,1392
Adoption Test - Account 10,USERLEVEL,-22,User 5,2,18,137,105,113,9,639,5878,3741
Adoption Test - Account 10,USERLEVEL,-21,User 5,2,20,178,9,153,38,934,6101,18742
Adoption Test - Account 10,USERLEVEL,-20,User 5,65,12,170,68,232,10,279,9516,11331
Adoption Test - Account 10,USERLEVEL,-19,User 5,84,47,174,2,244,15,300,3291,3597
Adoption Test - Account 10,USERLEVEL,-18,User 5,39,41,95,129,173,56,277,7010,927
Adoption Test - Account 10,USERLEVEL,-17,User 5,0,37,81,110,105,38,39,1540,14734
Adoption Test - Account 10,USERLEVEL,-16,User 5,30,50,80,118,200,14,605,4294,9610
Adoption Test - Account 10,USERLEVEL,-15,User 5,61,34,93,92,161,25,961,1008,10774
Adoption Test - Account 10,USERLEVEL,-14,User 5,31,38,132,41,149,58,334,8141,13525
Adoption Test - Account 10,USERLEVEL,-13,User 5,61,23,74,31,145,43,6,3048,15860
Adoption Test - Account 10,USERLEVEL,-12,User 5,43,36,127,30,186,55,516,9354,5519
Adoption Test - Account 10,USERLEVEL,-11,User 5,42,50,51,24,221,43,276,8160,17729
Adoption Test - Account 10,USERLEVEL,-10,User 5,16,44,137,27,130,26,883,9637,15183
Adoption Test - Account 10,USERLEVEL,-9,User 5,40,31,56,38,140,20,982,3461,14295
Adoption Test - Account 10,USERLEVEL,-8,User 5,35,20,129,74,190,48,603,8433,1359
Adoption Test - Account 10,USERLEVEL,-7,User 5,37,36,150,48,210,27,956,471,9252
Adoption Test - Account 10,USERLEVEL,-6,User 5,6,50,50,50,235,9,912,9882,15389
Adoption Test - Account 10,USERLEVEL,-5,User 5,68,19,81,32,168,8,72,6806,907
Adoption Test - Account 10,USERLEVEL,-4,User 5,56,46,127,75,107,49,216,6346,8861
Adoption Test - Account 10,USERLEVEL,-3,User 5,72,47,90,72,213,32,809,208,7103
Adoption Test - Account 10,USERLEVEL,-2,User 5,93,30,70,134,162,14,801,1879,10642
Adoption Test - Account 10,USERLEVEL,-1,User 5,7,15,157,19,170,57,835,5131,9743
Adoption Test - Account 10,USERLEVEL,0,User 5,94,35,85,91,168,25,872,8609,11513
Adoption Test - Account 11,USERLEVEL,-27,User 1,86,26,101,117,223,18,212,265,16980
Adoption Test - Account 11,USERLEVEL,-26,User 1,65,40,181,50,151,15,593,1986,19355
Adoption Test - Account 11,USERLEVEL,-25,User 1,28,14,132,13,138,46,445,9474,4321
Adoption Test - Account 11,USERLEVEL,-24,User 1,97,24,155,143,243,42,332,6510,18857
Adoption Test - Account 11,USERLEVEL,-23,User 1,71,33,73,11,173,30,682,9160,8627
Adoption Test - Account 11,USERLEVEL,-22,User 1,27,30,82,69,184,6,796,8468,3197
Adoption Test - Account 11,USERLEVEL,-21,User 1,87,34,156,147,244,11,129,687,17431
Adoption Test - Account 11,USERLEVEL,-20,User 1,1,43,52,52,191,50,405,1460,5106
Adoption Test - Account 11,USERLEVEL,-19,User 1,62,19,61,130,196,47,501,6313,149
Adoption Test - Account 11,USERLEVEL,-18,User 1,73,47,94,137,209,58,947,734,10708
Adoption Test - Account 11,USERLEVEL,-17,User 1,25,15,135,136,113,18,604,1686,964
Adoption Test - Account 11,USERLEVEL,-16,User 1,17,13,58,111,138,9,87,7539,2446
Adoption Test - Account 11,USERLEVEL,-15,User 1,67,33,71,92,102,33,129,1879,1508
