"C_Percent__c","ActiveUsers__c","C_Number__c","AccPercentage__c"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-81.15","-5.0","0.0","-5.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-65.5","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-67.05","-4.0","0.0","-4.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-86.6","-5.0","0.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"211.5","245.0","837.0","245.0"
"214.5","248.0","850.0","248.0"
"170.5","204.0","800.0","204.0"
"186.5","220.0","800.0","220.0"
"198.5","232.0","810.0","232.0"
"224.5","258.0","800.0","258.0"
"203.5","237.0","837.0","237.0"
"256.5","290.0","800.0","290.0"
"184.5","218.0","800.0","218.0"
"190.5","224.0","810.0","224.0"
"206.5","240.0","810.0","240.0"
"232.5","266.0","800.0","266.0"
"172.5","206.0","800.0","206.0"
"188.5","222.0","800.0","222.0"
"194.5","228.0","810.0","228.0"
"220.5","254.0","800.0","254.0"
"199.5","233.0","837.0","233.0"
"215.5","249.0","837.0","249.0"
"182.5","216.0","800.0","216.0"
"198.5","232.0","800.0","232.0"
"204.5","238.0","810.0","238.0"
"230.5","264.0","800.0","264.0"
"209.5","243.0","837.0","243.0"
"203.5","237.0","859.0","237.0"
"176.5","210.0","800.0","210.0"
"192.5","226.0","800.0","226.0"
"198.5","232.0","810.0","232.0"
"224.5","258.0","800.0","258.0"
"203.5","237.0","837.0","237.0"
"256.5","290.0","800.0","290.0"
"184.5","218.0","800.0","218.0"
"190.5","224.0","810.0","224.0"
"206.5","240.0","810.0","240.0"
"232.5","266.0","800.0","266.0"
"211.5","245.0","837.0","245.0"
"214.5","248.0","850.0","248.0"
"170.5","204.0","800.0","204.0"
"186.5","220.0","800.0","220.0"
"192.5","226.0","810.0","226.0"
"208.5","242.0","810.0","242.0"
"234.5","268.0","800.0","268.0"
"213.5","247.0","837.0","247.0"
"178.5","212.0","800.0","212.0"
"194.5","228.0","800.0","228.0"
"200.5","234.0","810.0","234.0"
"226.5","260.0","800.0","260.0"
"205.5","239.0","837.0","239.0"
"258.5","292.0","800.0","292.0"
"174.5","208.0","800.0","208.0"
"190.5","224.0","800.0","224.0"
"196.5","230.0","810.0","230.0"
"222.5","256.0","800.0","256.0"
"201.5","235.0","837.0","235.0"
"254.5","288.0","800.0","288.0"
"180.5","214.0","800.0","214.0"
"196.5","230.0","800.0","230.0"
"202.5","236.0","810.0","236.0"
"228.5","262.0","800.0","262.0"
"207.5","241.0","837.0","241.0"
"182.5","216.0","878.0","216.0"
"172.5","206.0","800.0","206.0"
"188.5","222.0","800.0","222.0"
"194.5","228.0","810.0","228.0"
"220.5","254.0","800.0","254.0"
"199.5","233.0","837.0","233.0"
"215.5","249.0","837.0","249.0"
"182.5","216.0","800.0","216.0"
"198.5","232.0","800.0","232.0"
"204.5","238.0","810.0","238.0"
"230.5","264.0","800.0","264.0"
"209.5","243.0","837.0","243.0"
"203.5","237.0","859.0","237.0"
"176.5","210.0","800.0","210.0"
"192.5","226.0","800.0","226.0"
"192.5","226.0","810.0","226.0"
"208.5","242.0","810.0","242.0"
"234.5","268.0","800.0","268.0"
"213.5","247.0","837.0","247.0"
"194.5","228.0","800.0","228.0"
"200.5","234.0","810.0","234.0"
"226.5","260.0","800.0","260.0"
"205.5","239.0","837.0","239.0"
"258.5","292.0","800.0","292.0"
"174.5","208.0","800.0","208.0"
"190.5","224.0","800.0","224.0"
"196.5","230.0","810.0","230.0"
"222.5","256.0","800.0","256.0"
"201.5","235.0","837.0","235.0"
"254.5","288.0","800.0","288.0"
"180.5","214.0","800.0","214.0"
"196.5","230.0","800.0","230.0"
"202.5","236.0","810.0","236.0"
"178.5","212.0","800.0","212.0"
"228.5","262.0","800.0","262.0"
"207.5","241.0","837.0","241.0"
"182.5","216.0","878.0","216.0"
"183.85","216.0","900.0","216.0"
"199.85","232.0","900.0","232.0"
"205.85","238.0","910.0","238.0"
"231.85","264.0","900.0","264.0"
