TransHeader_ExternalId__c,JBCXM__ACCOUNT__R.Data_ExternalId__c,JBCXM__ORDERTYPE__r.JBCXM__SystemName__c,JBCXM__CHURNREASON__r.JBCXM__SystemName__c,JBCXM__PARENTTRANSACTION__r.TransHeader_ExternalId__c,JBCXM__RENEWALTRANSACTION__r.TransHeader_ExternalId__c,JBCXM__ASVTOTAL__C,JBCXM__ASV__C,JBCXM__COMMENT__C,JBCXM__FCSTASV__C,JBCXM__FCSTMRR__C,JBCXM__FCSTUSER__C,JBCXM__MRRTOTAL__C,JBCXM__MRR__C,JBCXM__MAIN__C,JBCXM__ONETIMEREVENUE__C,JBCXM__ORIGINALCONTRACT__C,JBCXM__RENEWABLE__C,JBCXM__RENEWALSTATUS__C,JBCXM__DATE__C,JBCXM__FCSTBOOKINGDATE__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__SALESREP__C,JBCXM__TERM_FRACTIONAL__C,JBCXM__TERM__C,JBCXM__USERSTOTAL__C,JBCXM__USERS__C
a0Ni0000000KVYBEA4,001i0000007PEmnAAG,New Business,,,,168000,168000,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",168000,14000,35,14000,14000,TRUE,5040,,TRUE,Closed - Renewed,2012-03-31,2012-12-31,2013-03-31,2013-03-30,2012-03-31,,12,0,35,35
a0Ni0000000KVYGEA4,001i0000007PEmyAAG,New Business,,,,18000,18000,New Business closed with the Following Products: ABC,18000,1500,30,1500,1500,TRUE,2160,,TRUE,Closed - Renewed,2012-05-18,2013-02-18,2013-05-18,2013-05-17,2012-05-18,,12,0,30,30
a0Ni0000000KVYHEA4,001i0000007PEmfAAG,New Business,,,,79200,79200,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",79200,6600,33,6600,6600,TRUE,4752,,TRUE,Open,2012-05-18,2014-02-18,2014-05-18,2014-05-17,2012-05-18,,24,0,33,33
a0Ni0000000KVYIEA4,001i0000007PEmDAAW,New Business,,,,45600,45600,"New Business closed with the Following Products: ABC, DEF",45600,3800,38,3800,3800,TRUE,8208,,TRUE,Open,2012-05-18,2015-02-18,2015-05-18,2015-05-17,2012-05-18,,36,0,38,38
a0Ni0000000KVYJEA4,001i0000007PEmPAAW,New Business,,,a0Ni0000000qW3AEAU,240000,240000,New Business closed with the Following Products: ABC,240000,20000,150,20000,20000,TRUE,2880,,TRUE,Closed - Renewed,2012-06-07,2013-03-07,2013-06-07,2013-06-06,2012-06-07,,12,0,150,150
a0Ni0000000KVYKEA4,001i0000007PEn8AAG,New Business,,,,18000,18000,"New Business closed with the Following Products: ABC, DEF",18000,1500,30,1500,1500,TRUE,1080,,TRUE,Closed - Renewed,2011-06-30,2012-03-30,2012-06-30,2012-06-29,2011-06-30,,12,0,30,30
a0Ni0000000KVYLEA4,001i0000007PEmKAAW,New Business,,,,61200,61200,"New Business closed with the Following Products: ABC, DEF,GHI",61200,5100,34,5100,5100,TRUE,1224,,TRUE,Closed - Renewed,2012-01-10,2012-04-10,2012-07-10,2012-07-09,2012-01-10,,6,0,34,34
a0Ni0000000KVYEEA4,001i0000007PEmcAAG,New Business,,,,72000,72000,"New Business closed with the Following Products: ABC, DEF",72000,6000,40,6000,6000,TRUE,8640,,TRUE,Open,2012-03-31,2013-12-31,2014-03-31,2014-03-30,2012-03-31,,24,0,40,40
a0Ni0000000KVYCEA4,001i0000007PEnuAAG,New Business,,,,45600,45600,"New Business closed with the Following Products: ABC, DEF",48000,4000,38,3800,3800,TRUE,5472,,TRUE,Closed - Renewed,2011-06-01,2013-02-01,2013-05-30,2013-05-29,2011-06-01,,23.9512,0,38,38
a0Ni0000000KVYDEA4,001i0000007PEmNAAW,New Business,,,a0Ni0000003dXkhEAE,113400,113400,"New Business closed with the Following Products: ABC, DEF,GHI",113400,9450,42,9450,9450,TRUE,9072,,TRUE,Closed - Renewed,2011-12-29,2013-09-29,2013-12-29,2013-12-28,2011-12-29,,24,0,42,42
a0Ni0000000KVYFEA4,001i0000007PEmRAAW,New Business,,,a0Ni0000004cKLcEAM,42000,42000,"New Business closed with the Following Products: ABC, DEF",42000,3500,35,3500,3500,TRUE,2520,,TRUE,Closed - Renewed,2012-05-07,2013-02-08,2013-05-08,2013-05-07,2012-05-07,,12.0249,0,35,35
a0Ni0000000KVYQEA4,001i0000007PEmXAAW,New Business,,,,84000,84000,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",84000,7000,35,7000,7000,TRUE,1260,,TRUE,Closed - Renewed,2011-02-12,2011-05-12,2011-08-12,2011-08-11,2011-02-12,,6,0,35,35
a0Ni0000000KVYREA4,001i0000007PEmsAAG,New Business,,,,72000,72000,"New Business closed with the Following Products: ABC, DEF,GHI",72000,6000,40,6000,6000,TRUE,2880,,TRUE,Closed - Renewed,2012-06-17,2013-03-17,2013-06-17,2013-06-16,2012-06-17,,12,0,40,40
a0Ni0000000KVYPEA4,001i0000007PEm9AAG,New Business,,,a0Ni0000004cKNTEA2,24000,24000,New Business closed with the Following Products: ABC,24000,2000,40,2000,2000,TRUE,2880,,TRUE,Closed - Renewed,2011-09-09,2012-09-09,2012-12-09,2012-12-08,2011-09-09,,15,0,40,40
a0Ni0000000KVYVEA4,001i0000007PEnXAAW,New Business,,,,45600,45600,"New Business closed with the Following Products: ABC, DEF",45600,3800,38,3800,3800,TRUE,6840,,TRUE,Open,2012-07-24,2014-10-24,2015-01-24,2015-01-23,2012-07-24,,30,0,38,38
a0Ni0000000KVYWEA4,001i0000007PEnbAAG,New Business,,,,150000,150000,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",150000,12500,75,12500,12500,TRUE,1800,,TRUE,Open,2013-11-07,2013-09-24,2014-11-26,2014-11-25,2013-11-07,,12.6163,0,75,75
a0Ni0000000KVYXEA4,001i0000007PEniAAG,New Business,,,a0Ni0000004cKIxEAM,54000,54000,"New Business closed with the Following Products: ABC, DEF,GHI",54000,4500,30,4500,4500,TRUE,1080,,TRUE,Closed - Renewed,2012-09-10,2012-12-10,2013-03-10,2013-03-09,2012-09-10,,6,0,30,30
a0Ni0000000KVYYEA4,001i0000007PEnTAAW,New Business,,,,45600,45600,"New Business closed with the Following Products: ABC, DEF",45600,3800,38,3800,3800,TRUE,5472,,TRUE,Open,2012-08-10,2014-05-10,2014-08-10,2014-08-09,2012-08-10,,24,0,38,38
a0Ni0000000KVYSEA4,001i0000007PEmJAAW,New Business,,,a0Ni0000004cKMBEA2,150000,150000,New Business closed with the Following Products: ABC,150000,12500,50,12500,12500,TRUE,1800,,TRUE,Closed - Renewed,2012-06-27,2013-03-27,2013-06-27,2013-06-26,2012-06-27,,12,0,50,50
a0Ni0000000KVYTEA4,001i0000007PEnpAAG,New Business,,,,120000,120000,New Business closed with the Following Products: ABC,120000,10000,20,10000,10000,TRUE,1440,,TRUE,Closed - Renewed,2012-06-27,2013-03-27,2013-06-27,2013-06-26,2012-06-27,,12,0,20,20
a0Ni0000000KVYUEA4,001i0000007PEmAAAW,New Business,,,,75600,75600,"New Business closed with the Following Products: ABC, DEF,GHI",75600,6300,42,6300,6300,TRUE,4536,,TRUE,Open,2012-08-14,2013-11-14,2014-02-14,2014-02-13,2012-08-14,,18,0,42,42
a0Ni0000000KVYNEA4,001i0000007PEmxAAG,New Business,,,,45600,45600,"New Business closed with the Following Products: ABC, DEF",45600,3800,38,3800,3800,TRUE,2736,,TRUE,Closed - Renewed,2011-07-24,2012-04-24,2012-07-24,2012-07-23,2011-07-24,,12,0,38,38
a0Ni0000000KVYMEA4,001i0000007PEnlAAG,New Business,,,,84000,84000,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",84000,7000,35,7000,7000,TRUE,2520,,TRUE,Open,2012-10-11,2011-07-11,2013-04-11,2013-04-10,2012-10-11,,6,0,35,35
a0Ni0000000KVYOEA4,001i0000007PEnUAAW,New Business,,,,79200,79200,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",79200,6600,33,6600,6600,TRUE,1188,,TRUE,Closed - Renewed,2010-12-06,2011-03-06,2011-06-06,2011-06-05,2010-12-06,,6,0,33,33
a0Ni0000000KVYZEA4,001i0000007PEnNAAW,New Business,,,a0Ni0000003dXe5EAE,15000,15000,New Business closed with the Following Products: ABC,15000,1250,25,1250,1250,TRUE,1800,,TRUE,Closed - Renewed,2012-08-25,2013-05-25,2013-08-25,2013-08-24,2012-08-25,,12,0,25,25
a0Ni0000000KVYaEAO,001i0000007PEn9AAG,New Business,,,,75600,75600,"New Business closed with the Following Products: ABC, DEF,GHI",75600,6300,42,6300,6300,TRUE,3024,,TRUE,Closed - Renewed,2012-09-16,2013-06-16,2013-09-16,2013-09-15,2012-09-16,,12,0,42,42
a0Ni0000000KVYbEAO,001i0000007PEnnAAG,New Business,,,,15000,15000,New Business closed with the Following Products: ABC,15000,1250,25,1250,1250,TRUE,900,,TRUE,Closed - Renewed,2012-09-26,2012-12-26,2013-03-26,2013-03-25,2012-09-26,,6,0,25,25
a0Ni0000000KVYcEAO,001i0000007PEnYAAW,New Business,,,,68400,68400,"New Business closed with the Following Products: ABC, DEF,GHI",68400,5700,38,5700,5700,TRUE,2736,,TRUE,Closed - Renewed,2012-06-21,2013-03-21,2013-06-21,2013-06-20,2012-06-21,,12,0,38,38
a0Ni0000000KVYdEAO,001i0000007PEo0AAG,New Business,,,,30000,30000,New Business closed with the Following Products: ABC,30000,2500,50,2500,2500,TRUE,3600,,TRUE,Closed - Renewed,2012-04-22,2013-01-22,2013-04-22,2013-04-21,2012-04-22,,12,0,50,50
a0Ni0000000KVYeEAO,001i0000007PEncAAG,New Business,,,,79200,79200,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",79200,6600,33,6600,6600,TRUE,5940,,TRUE,Open,2012-12-22,2015-03-22,2015-06-22,2015-06-21,2012-12-22,,30,0,33,33
a0Ni0000000KVYfEAO,001i0000007PEnIAAW,New Business,,,,61200,61200,"New Business closed with the Following Products: ABC, DEF,GHI",61200,5100,34,5100,5100,TRUE,6120,,TRUE,Open,2012-06-22,2014-09-22,2014-12-22,2014-12-21,2012-06-22,,30,0,34,34
a0Ni0000000KVYlEAO,001i0000007PEntAAG,New Business,,,,36000,36000,"New Business closed with the Following Products: ABC, DEF",36000,3000,30,3000,3000,TRUE,1080,,TRUE,Closed - Renewed,2012-11-15,2013-02-15,2013-05-15,2013-05-14,2012-11-15,,6,0,30,30
a0Ni0000000KVYmEAO,001i0000007PEmtAAG,New Business,,,a0Ni0000003dXiREAU,15000,15000,New Business closed with the Following Products: ABC,15000,1250,25,1250,1250,TRUE,1800,,TRUE,Closed - Renewed,2012-11-25,2013-08-25,2013-11-25,2013-11-24,2012-11-25,,12,0,25,25
a0Ni0000000KVYnEAO,001i0000007PEnhAAG,New Business,,,a0Ni0000003dXjjEAE,205200,205200,"New Business closed with the Following Products: ABC, DEF,GHI",205200,17100,150,17100,17100,TRUE,8208,,TRUE,Closed - Renewed,2012-12-25,2013-09-25,2013-12-25,2013-12-24,2012-12-25,,12,0,150,150
a0Ni0000000KVYoEAO,001i0000007PEnmAAG,Renewal,,,,42000,0,"Renewed, they are satistied and we must be watching out for Upsell Opportunity",42000,3500,35,3500,0,TRUE,0,,TRUE,Closed - Renewed,2012-05-19,2013-02-19,2013-05-19,2013-05-18,2012-05-19,,12,0,35,0
a0Ni0000000KVYpEAO,001i0000007PEn8AAG,Renewal,,,,18000,0,Renewal,18000,1500,30,1500,0,TRUE,0,35,TRUE,Closed - Renewed,2012-06-30,2013-03-30,2013-06-30,2013-06-29,2012-06-30,,12,0,30,0
a0Ni0000000KVYqEAO,001i0000007PEnHAAW,Renewal with Downsell,,,a0Ni0000003dXj0EAE,84000,-12000,Renewed and DownSold DEF Product,72000,6000,40,7000,-1000,TRUE,1440,114,TRUE,Closed - Renewed,2012-12-18,2013-09-18,2013-12-18,2013-12-17,2012-12-18,,12,0,40,0
a0Ni0000000KVYhEAO,001i0000007PEmLAAW,New Business,,,,45600,45600,"New Business closed with the Following Products: ABC, DEF",45600,3800,38,3800,3800,TRUE,4104,,TRUE,Open,2013-11-11,2014-01-11,2014-05-13,2014-05-12,2013-11-11,,6.0111,0,38,38
a0Ni0000000KVYgEAO,001i0000007PEmjAAG,New Business,,,,79200,79200,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",79200,6600,33,6600,6600,TRUE,3564,,TRUE,Open,2012-12-10,2014-03-10,2014-06-10,2014-06-09,2012-12-10,,18,0,33,33
a0Ni0000000KVYiEAO,001i0000007PEmYAAW,New Business,,,,96000,96000,"New Business closed with the Following Products: ABC, DEF,GHI, JKL",96000,8000,40,8000,8000,TRUE,8640,,TRUE,Open,2012-12-20,2015-09-20,2015-12-20,2015-12-19,2012-12-20,,36,0,40,40
a0Ni0000000KVYjEAO,001i0000007PEm7AAG,New Business,,,,61200,61200,"New Business closed with the Following Products: ABC, DEF,GHI",61200,5100,34,5100,5100,TRUE,3672,,TRUE,Open,2012-10-20,2014-01-20,2014-04-20,2014-04-19,2012-10-20,,18,0,34,34
a0Ni0000000KVYkEAO,001i0000007PEnrAAG,New Business,,,,72000,72000,"New Business closed with the Following Products: ABC, DEF,GHI",72000,6000,40,6000,6000,TRUE,1440,,TRUE,Closed - Renewed,2012-12-05,2013-03-05,2013-06-05,2013-06-04,2012-12-05,,6,0,40,40
a0Ni0000000KVYwEAO,001i0000007PEmxAAG,Renewal,,,,45600,0,"Renewed, Could have upsold if Feature xyz was present in product ABC",45600,3800,38,3800,0,TRUE,0,,TRUE,Open,2012-07-24,2013-10-24,2014-01-24,2014-01-23,2012-07-24,,18,0,38,0
a0Ni0000000KVYxEAO,001i0000007PEmEAAW,Renewal with Downsell,,,,12000,-30000,Renewed and DownSold 15 users,12000,1000,20,1000,-2500,TRUE,2520,,TRUE,Closed - Renewed,2011-10-21,2013-01-21,2013-04-21,2013-04-20,2011-10-21,,18,0,15,-20
a0Ni0000000KVZ1EAO,001i0000007PEmXAAW,Renewal,,,,84000,0,Renewed,84000,7000,35,7000,0,TRUE,0,,TRUE,Closed - Renewed,2011-08-12,2012-11-12,2013-02-12,2013-02-11,2011-08-12,,18,0,35,0
a0Ni0000000KVYrEAO,001i0000007PEmSAAW,Renewal with Upsell,,,a0Ni0000003dXjPEAU,216000,168000,Renewed with Upsell: Sold more licenses 120,291600,24300,162,18000,14000,TRUE,1512,,TRUE,Closed - Renewed,2011-12-23,2013-09-23,2013-12-23,2013-12-22,2011-12-23,,24,0,162,120
a0Ni0000000KVYtEAO,001i0000007PEnoAAG,Renewal,,,,79200,0,Renewal,79200,6600,33,6600,0,TRUE,0,10,TRUE,Open,2013-09-27,2015-06-27,2015-09-27,2015-09-26,2013-09-27,,24,0,33,0
a0Ni0000000KVYsEAO,001i0000007PEmKAAW,Renewal with Upsell,,,,122400,2400,Renewed with Upsell: Sold extra product JKL,122400,10200,34,10200,200,TRUE,1224,,TRUE,Open,2012-07-10,2013-04-10,2013-07-10,2013-07-09,2012-07-10,,12,0,40,6
a0Ni0000000KVYuEAO,001i0000007PEngAAG,Renewal with Upsell,,,,331200,240000,Renewed with Upsell: Sold more licenses 100,331200,27600,138,27600,20000,TRUE,2736,47,TRUE,Open,2012-09-24,2014-06-24,2014-09-24,2014-09-23,2012-09-24,,24,0,138,100
a0Ni0000000KVZ3EAO,001i0000007PEnaAAG,Renewal,,,,61200,0,"Renewed, Could have upsold if we had better UI",61200,5100,34,5100,0,TRUE,0,,TRUE,Open,2012-10-18,2014-01-18,2014-04-18,2014-04-17,2012-10-18,,18,0,34,0
a0Ni0000000KVZ4EAO,001i0000007PEn0AAG,Renewal with Downsell,,,,15000,-12000,Downsell on users.,15000,1250,20,1250,-1000,TRUE,0,26,TRUE,Closed - Renewed,2012-06-26,2013-03-26,2013-06-26,2013-06-25,2012-06-26,,12,0,20,-10
a0Ni0000000KVZ2EAO,001i0000007PEmiAAG,Renewal,,,,48000,0,Renewed,48000,4000,40,4000,0,TRUE,0,,TRUE,Closed - Renewed,2012-04-11,2013-01-11,2013-04-11,2013-04-10,2012-04-11,,12,0,40,0
a0Ni0000000KVYyEAO,001i0000007PEnUAAW,Renewal,,,,79200,0,"Renewed, Could have upsold if we had more product features.",79200,6600,33,6600,0,TRUE,0,,TRUE,Closed - Renewed,2011-06-06,2012-09-06,2012-12-06,2012-12-05,2011-06-06,,18,0,33,0
a0Ni0000000KVZ8EAO,001i0000007PEn4AAG,Churn,churnreason1,,,-12000,-12000,Churn -  Products: ABC,-12000,-1000,-20,-1000,-1000,FALSE,0,61,FALSE,Not renewable,2012-03-18,2011-12-18,,,2012-03-18,,0,0,-20,-20
a0Ni0000000KVZ9EAO,001i0000007PEnEAAW,Churn,churnreason3,,,-12000,-12000,Churn -  Products: ABC,-12000,-1000,-20,-1000,-1000,FALSE,0,60,FALSE,Not renewable,2012-03-14,2011-12-14,,,2012-03-14,,,0,-20,-20
a0Ni0000000KVZAEA4,001i0000007PEnGAAW,Churn,churnreason4,,,-48000,-48000,"Churn -  Products: ABC, DEF",-48000,-4000,-40,-4000,-4000,FALSE,0,23,FALSE,Not renewable,2013-02-01,2012-05-22,,,2013-02-01,,,0,-40,-40
a0Ni0000000KVZBEA4,001i0000007PEmFAAW,Churn,churnreason5,,,-24000,-24000,Churn -  Products: ABC,-24000,-2000,-40,-2000,-2000,FALSE,0,1,FALSE,Not renewable,2012-10-02,2012-07-02,,,2012-10-02,,0,0,-40,-40
a0Ni0000000KVZCEA4,001i0000007PEmCAAW,Churn,churnreason4,,,-91200,-91200,"Churn -  Products: ABC, DEF,GHI, JKL",-91200,-7600,-38,-7600,-7600,FALSE,0,33,FALSE,Not renewable,2012-11-22,2012-08-22,,,2012-11-22,,,0,-38,-38
a0Ni0000000KVZQEA4,001i0000007PEmnAAG,Renewal with Upsell,,,,252000,84000,,168000,14000,35,21000,7000,TRUE,2000,61,TRUE,Open,2013-03-31,2013-12-31,2014-03-31,2014-03-30,2013-03-31,,12,0,50,15
a0Ni0000000KVZREA4,001i0000007PEnlAAG,Renewal with Upsell,,,a0Ni0000003dXgzEAE,168000,84000,,168000,14000,50,14000,7000,TRUE,5000,13,TRUE,Closed - Renewed,2013-04-11,2013-05-11,2013-09-11,2013-09-10,2013-04-11,,5,0,50,15
a0Ni0000000KVZJEA4,001i0000007PEmaAAG,Churn,churnreason3,,,-18000,-18000,Churn -  Products: ABC,-18000,-1500,-30,-1500,-1500,FALSE,0,16,FALSE,Not renewable,2012-06-02,2012-03-02,,,2012-06-02,,,0,-30,-30
a0Ni0000000KVZKEA4,001i0000007PEmVAAW,Churn,churnreason2,,,-45600,-45600,"Churn -  Products: ABC, DEF",-45600,-3800,-38,-3800,-3800,FALSE,0,30,FALSE,Not renewable,2012-10-15,2012-07-15,,,2012-10-15,,,0,-38,-38
a0Ni0000000KVZLEA4,001i0000007PEn0AAG,Renewal,,,,15000,0,,15000,1250,20,1250,0,TRUE,0,26,TRUE,Open,2013-06-26,2014-03-26,2014-06-26,2014-06-25,2013-06-26,,12,0,20,0
a0Ni0000000KVZMEA4,001i0000007PEnUAAW,Renewal,,,a0Ni0000003dXiWEAU,79200,0,,79200,6600,33,6600,0,TRUE,0,17,TRUE,Closed - Renewed,2012-12-06,2012-03-06,2013-12-06,2013-12-05,2012-12-06,,12,0,33,0
a0Ni0000000KVZNEA4,001i0000007PEmXAAW,Renewal,,,,84000,0,,84000,7000,35,7000,0,TRUE,0,22,TRUE,Open,2013-02-12,2013-11-12,2014-02-12,2014-02-11,2013-02-12,,12,0,35,0
a0Ni0000000KVZOEA4,001i0000007PEnJAAW,Renewal,,,,136800,0,,136800,11400,38,11400,0,TRUE,0,52,TRUE,Open,2013-03-31,2013-09-26,2014-03-31,2014-03-30,2013-03-31,,12,0,38,0
a0Ni0000000KVZPEA4,001i0000007PEnFAAW,Renewal,,,a0Ni0000003dXkXEAU,61200,0,,73200,6100,39,5100,0,TRUE,4000,,TRUE,Closed - Renewed,2012-12-26,2013-09-26,2013-12-26,2013-12-25,2012-12-26,,12,0,39,5
a0Ni0000000KVZSEA4,001i0000007PEmiAAG,Renewal with Upsell,,,,54000,6000,,48000,4000,40,4500,500,TRUE,1000,66,TRUE,Open,2013-04-11,2014-01-11,2014-04-11,2014-04-10,2013-04-11,,12,0,45,5
a0Ni0000000KVZTEA4,001i0000007PEo0AAG,Renewal,,,,30000,0,,30000,2500,50,2500,0,TRUE,0,111,TRUE,Open,2013-04-22,2014-04-22,2014-07-22,2014-07-21,2013-04-22,,15,0,50,0
a0Ni0000000KVZZEA4,001i0000007PEn2AAG,Renewal,,,,96000,0,,96000,8000,40,8000,0,TRUE,0,98,TRUE,Open,2013-03-12,2013-12-12,2014-03-12,2014-03-11,2013-03-12,,12,0,40,0
a0Ni0000000KVZaEAO,001i0000007PEo1AAG,New Business,,,a0Ni0000004cKLhEAM,12000,12000,,24000,2000,10,1000,1000,TRUE,3000,,TRUE,Closed - Renewed,2012-06-01,2013-02-01,2013-05-30,2013-05-29,2012-06-01,,11.9592,0,10,10
a0Ni0000000KVZbEAO,001i0000007FbsvAAC,New Business,,,,12000,12000,,12000,1000,0,1000,1000,TRUE,0,,TRUE,Open,2013-01-31,2014-02-01,2014-02-01,2014-01-31,2013-02-01,,12,0,30,30
a0Ni0000000KVZcEAO,001i0000007FbsvAAC,Renewal,,,,12000,0,,12000,1000,0,1000,0,TRUE,0,,TRUE,Open,2014-05-01,2015-02-01,2015-05-01,2015-04-30,2014-05-01,,12,0,0,0
a0Ni0000000KVZdEAO,001i0000007PEo2AAG,New Business,,,,30000,30000,,30000,2500,25,2500,2500,TRUE,0,,TRUE,Closed - Renewed,2011-05-07,2012-06-01,2012-06-01,2012-05-31,2011-06-01,,12,0,25,25
a0Ni0000000KVZtEAO,001i0000007PEnmAAG,Renewal,,,,42000,0,,42000,3500,35,3500,0,TRUE,0,,TRUE,Open,2013-05-19,2014-05-19,2014-05-19,2014-05-18,2013-05-19,,12,0,35,0
a0Ni0000000KVZuEAO,001i0000007PEn8AAG,Renewal,,,,18000,0,,18000,1500,30,1500,0,TRUE,0,,TRUE,Open,2013-06-30,2014-06-30,2014-06-30,2014-06-29,2013-06-30,,12,0,30,0
a0Ni0000000KVZwEAO,001i0000007PEnvAAG,Renewal with Upsell,,,,144000,36000,,180000,15000,75,12000,3000,TRUE,0,,TRUE,Open,2013-03-22,2014-03-22,2014-03-22,2014-03-21,2013-03-22,,12,0,75,25
a0Ni0000000KVZyEAO,001i0000007PEnrAAG,Renewal,,,,72000,0,,72000,6000,40,6000,0,TRUE,0,,TRUE,Open,2013-06-04,2014-06-05,2014-06-05,2014-06-04,2013-06-05,,12,0,40,0
a0Ni0000000KVZzEAO,001i0000007PEnqAAG,Renewal with Upsell,,,,84000,15600,,84000,7000,42,7000,1300,TRUE,0,,TRUE,Open,2013-06-24,2015-06-24,2015-06-24,2015-06-23,2013-06-24,,24,0,42,4
a0Ni0000000KVa1EAG,001i0000007PEnpAAG,Renewal with Upsell,,,,120000,0,,120000,10000,40,10000,0,TRUE,0,,TRUE,Open,2013-06-27,2014-06-27,2014-06-27,2014-06-26,2013-06-27,,12,0,40,20
a0Ni0000000KVa2EAG,001i0000007PEntAAG,Renewal,,,,36000,0,,36000,3000,30,3000,0,TRUE,0,,TRUE,Open,2013-05-14,2014-05-15,2014-05-15,2014-05-14,2013-05-15,,12,0,30,0
a0Ni0000000KVa5EAG,001i0000007PEmsAAG,Renewal with Upsell,,,,99999.96,27999.96,,99999.96,8333.33,50,8333.33,2333.33,TRUE,0,,TRUE,Open,2013-06-17,2014-06-17,2014-06-17,2014-06-16,2013-06-17,,12,0,50,10
a0Ni0000000KVZUEA4,001i0000007PEmEAAW,Renewal with Upsell,,,,24000,12000,,12000,1000,20,2000,1000,TRUE,3000,14,TRUE,Open,2013-04-21,2014-01-21,2014-04-21,2014-04-20,2013-04-21,,12,0,25,10
a0Ni0000000KVZWEA4,001i0000007PEnyAAG,Renewal with Upsell,,,,18000,6000,,12000,1000,20,1500,500,TRUE,2500,95,TRUE,Open,2013-02-15,2013-11-15,2014-02-15,2014-02-14,2013-02-15,,12,0,30,10
a0Ni0000000KVZVEA4,001i0000007PEnjAAG,Renewal,,,,61200,0,,61200,5100,34,5100,0,TRUE,0,39,TRUE,Open,2012-12-10,2013-12-10,2014-03-10,2014-03-09,2012-12-10,,15,0,34,0
a0Ni0000000KVZXEA4,001i0000007PEnWAAW,Renewal,,,,18000,0,,18000,1500,30,1500,0,TRUE,0,55,TRUE,Open,2013-02-24,2014-05-24,2014-08-24,2014-08-23,2013-02-24,,18,0,30,0
a0Ni0000000KVZoEAO,001i0000007PEn9AAG,Renewal with Upsell,,,,151200,75600,,151200,12600,84,12600,6300,TRUE,0,,TRUE,Open,2013-07-30,2014-09-16,2014-09-16,2014-09-15,2013-09-16,,12,0,84,42
a0Ni0000000KVZnEAO,001i0000007PEnRAAW,Renewal,,,,72000,0,,72000,6000,40,6000,0,TRUE,0,,TRUE,Open,2013-08-15,2014-08-15,2014-08-15,2014-08-14,2013-08-15,,12,0,40,0
a0Ni0000000KVZpEAO,001i0000007PEnOAAW,Renewal with Upsell,,,,38400,8400,,38400,3200,32,3200,700,TRUE,0,,TRUE,Open,2013-08-01,2014-09-17,2014-09-17,2014-09-16,2013-09-17,,12,0,32,7
a0Ni0000000KVZrEAO,001i0000007PEmyAAG,Renewal with Downsell,,,,12000,-6000,,12000,1000,25,1000,-500,TRUE,0,,TRUE,Open,2013-05-18,2014-05-18,2014-05-18,2014-05-17,2013-05-18,,12,0,25,-5
a0Ni0000000KVZsEAO,001i0000007PEndAAG,Renewal,,,,48000,0,,48000,4000,40,4000,0,TRUE,0,,TRUE,Open,2013-05-10,2014-05-10,2014-05-10,2014-05-09,2013-05-10,,12,0,40,0
a0Ni0000000KVaFEAW,001i0000007PEo5AAG,New Business,,,,24000,24000,This is New Business.....,24000,2000,200,2000,2000,TRUE,1000,,TRUE,Closed - Renewed,2013-12-18,2014-12-18,2014-12-18,2014-12-17,2013-12-18,,12,0,200,200
a0Ni0000000KVaIEAW,001i0000007PEoGAAW,New Business,,,,120000,120000,Opt Out option within 30 days,120000,10000,100,10000,10000,TRUE,10000,,TRUE,Open,2014-03-08,2015-03-22,2015-03-11,2015-03-10,2014-03-11,,12,0,100,100
a0Ni0000000KVZeEAO,001i0000007PEo2AAG,Upsell,,,,6000,6000,,6000,500,5,500,500,FALSE,0,,TRUE,Closed - Co-Termed,2011-09-17,2012-06-01,2012-06-01,2012-05-31,2011-09-01,,9,0,5,5
a0Ni0000000KVZfEAO,001i0000007PEo2AAG,Renewal with Upsell,,,,39000,3000,,39000,3250,35,3250,250,TRUE,0,,TRUE,Open,2012-06-07,2013-05-31,2013-05-31,2013-05-30,2012-06-01,,11.992,0,40,5
a0Ni0000000KVZgEAO,001i0000007PEmZAAW,New Business,,,a0Ni0000000KVZhEAO,54000,54000,,54000,4500,30,4500,4500,TRUE,2160,,TRUE,Closed - Renewed,2010-07-01,2012-07-10,2012-07-10,2012-07-09,2010-07-10,,24,0,30,30
a0Ni0000000KVZhEAO,001i0000007PEmZAAW,Renewal with Upsell,,,a0Ni0000004bZGCEA2,66000,12000,Closed an early renewal with additional 12 users.,66000,5500,42,5500,1000,TRUE,3000,,TRUE,Closed - Renewed,2012-04-01,2013-04-15,2013-04-15,2013-04-14,2012-04-15,,12,0,42,12
a0Ni0000000KVa9EAG,001i0000007PEo2AAG,Renewal with Downsell,,,a0Ni0000000KVZfEAO,36000,-3000,,36000,3000,35,3000,-250,TRUE,0,,TRUE,Closed - Renewed,2013-05-31,2014-05-31,2014-05-31,2014-05-30,2013-05-31,,12,0,35,0
