"C_Percent__c","ActiveUsers__c","C_Number__c","AccPercentage__c"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"25.25","1.0","0.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"50.0","1.0","200.0","1.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"-174.0","-247.0","-837.0","-935.0"
"-174.0","-247.0","-837.0","-935.0"
"-195.0","-268.0","-800.0","-898.0"
"-195.0","-268.0","-800.0","-898.0"
"-169.0","-242.0","-810.0","-908.0"
"-169.0","-242.0","-810.0","-908.0"
"-153.0","-226.0","-810.0","-908.0"
"-153.0","-226.0","-810.0","-908.0"
"-147.0","-220.0","-800.0","-898.0"
"-147.0","-220.0","-800.0","-898.0"
"-131.0","-204.0","-800.0","-898.0"
"-131.0","-204.0","-800.0","-898.0"
"-164.0","-237.0","-859.0","-957.0"
"-164.0","-237.0","-859.0","-957.0"
"-170.0","-243.0","-837.0","-935.0"
"-170.0","-243.0","-837.0","-935.0"
"-191.0","-264.0","-800.0","-898.0"
"-191.0","-264.0","-800.0","-898.0"
"-165.0","-238.0","-810.0","-908.0"
"-151.0","-224.0","-810.0","-908.0"
"-151.0","-224.0","-810.0","-908.0"
"-145.0","-218.0","-800.0","-898.0"
"-145.0","-218.0","-800.0","-898.0"
"-143.0","-216.0","-878.0","-976.0"
"-143.0","-216.0","-878.0","-976.0"
"-168.0","-241.0","-837.0","-935.0"
"-168.0","-241.0","-837.0","-935.0"
"-189.0","-262.0","-800.0","-898.0"
"-189.0","-262.0","-800.0","-898.0"
"-163.0","-236.0","-810.0","-908.0"
"-175.0","-248.0","-850.0","-948.0"
"-175.0","-248.0","-850.0","-948.0"
"-172.0","-245.0","-837.0","-935.0"
"-172.0","-245.0","-837.0","-935.0"
"-193.0","-266.0","-800.0","-898.0"
"-193.0","-266.0","-800.0","-898.0"
"-167.0","-240.0","-810.0","-908.0"
"-167.0","-240.0","-810.0","-908.0"
"-165.0","-238.0","-810.0","-908.0"
"-159.0","-232.0","-800.0","-898.0"
"-159.0","-232.0","-800.0","-898.0"
"-143.0","-216.0","-800.0","-898.0"
"-143.0","-216.0","-800.0","-898.0"
"-219.0","-292.0","-800.0","-898.0"
"-219.0","-292.0","-800.0","-898.0"
"-166.0","-239.0","-837.0","-935.0"
"-166.0","-239.0","-837.0","-935.0"
"-163.0","-236.0","-810.0","-908.0"
"-157.0","-230.0","-800.0","-898.0"
"-157.0","-230.0","-800.0","-898.0"
"-141.0","-214.0","-800.0","-898.0"
"-141.0","-214.0","-800.0","-898.0"
"-176.0","-249.0","-837.0","-935.0"
"-176.0","-249.0","-837.0","-935.0"
"-160.0","-233.0","-837.0","-935.0"
"-160.0","-233.0","-837.0","-935.0"
"-181.0","-254.0","-800.0","-898.0"
"-181.0","-254.0","-800.0","-898.0"
"-155.0","-228.0","-810.0","-908.0"
"-155.0","-228.0","-810.0","-908.0"
"-149.0","-222.0","-800.0","-898.0"
"-149.0","-222.0","-800.0","-898.0"
"-133.0","-206.0","-800.0","-898.0"
"-133.0","-206.0","-800.0","-898.0"
"-217.0","-290.0","-800.0","-898.0"
"-217.0","-290.0","-800.0","-898.0"
"-164.0","-237.0","-837.0","-935.0"
"-164.0","-237.0","-837.0","-935.0"
"-185.0","-258.0","-800.0","-898.0"
"-185.0","-258.0","-800.0","-898.0"
"-159.0","-232.0","-810.0","-908.0"
"-159.0","-232.0","-810.0","-908.0"
"-153.0","-226.0","-800.0","-898.0"
"-153.0","-226.0","-800.0","-898.0"
"-137.0","-210.0","-800.0","-898.0"
"-137.0","-210.0","-800.0","-898.0"
"999750.0","-249.0","-937.0","-937.0"
"999750.0","-249.0","-937.0","-937.0"
"999760.0","-239.0","-931.0","-931.0"
"999760.0","-239.0","-931.0","-931.0"
"-187.0","-260.0","-800.0","-898.0"
"-187.0","-260.0","-800.0","-898.0"
"-161.0","-234.0","-810.0","-908.0"
"-161.0","-234.0","-810.0","-908.0"
"-155.0","-228.0","-800.0","-898.0"
"-155.0","-228.0","-800.0","-898.0"
"-139.0","-212.0","-800.0","-898.0"
"-139.0","-212.0","-800.0","-898.0"
"-215.0","-288.0","-800.0","-898.0"
"-215.0","-288.0","-800.0","-898.0"
"-162.0","-235.0","-837.0","-935.0"
"-162.0","-235.0","-837.0","-935.0"
"-183.0","-256.0","-800.0","-898.0"
"-183.0","-256.0","-800.0","-898.0"
"-157.0","-230.0","-810.0","-908.0"
"-157.0","-230.0","-810.0","-908.0"
"-151.0","-224.0","-800.0","-898.0"
"-151.0","-224.0","-800.0","-898.0"
"-135.0","-208.0","-800.0","-898.0"
"-135.0","-208.0","-800.0","-898.0"
