"ID","AccountName","ProductCode","ProductName","Date","EventTimeStamp","Date1","EventTimeStamp1","Date2","EventTimeStamp2","Date3","EventTimeStamp3","Active","PageViews","PageVisits","FilesDownloaded","NoofReportsRun","NoofRulesTriggered","NoofSchedulesCreated","Industry","NoofMeetingsAttended"
"0016100000PIgxGAAT","REPORTINGUI Account 16","CODE001","REPORTINGUI Account 16","-15","-15","-70","-115","-138","-171","-195","-44","TRUE","40","182","146","110","168","39","Energy","3"
"0016100000PIgxHAAT","REPORTINGUI Account 17","CODE002","REPORTINGUI Account 17","-16","-16","-93","-8","-191","-190","-181","-87","FALSE","196","99","93","143","124","55","Manufacturing","71"
"0016100000PIgxIAAT","REPORTINGUI Account 18","CODE003","REPORTINGUI Account 18","-17","-17","-176","-53","-179","-164","-135","-13","TRUE","200","53","179","110","105","85","Technology","92"
"0016100000PIgxJAAT","REPORTINGUI Account 19","CODE004","REPORTINGUI Account 19","-18","-18","-107","-34","-48","-197","-142","-28","FALSE","27","44","185","128","161","56","Chemicals","157"
"0016100000PIgxKAAT","REPORTINGUI Account 20",,"REPORTINGUI Account 20","-19","-19","-87","-138","-52","-110",,"-111","TRUE","34","65","1","92","162","5","Manufacturing","49"
"0016100000PIgxLAAT","REPORTINGUI Account 21","CODE006","REPORTINGUI Account 21","-20","-20","-84","-36","-2","-82","-46","-34","FALSE",,"53","19","142","146","30","Finance",
"0016100000PIgxMAAT","REPORTINGUI Account 22","CODE007","REPORTINGUI Account 22","-21","-21","-112","-68",,"-136","-143","-37","TRUE","48","31","53",,"116","163","Consulting","164"
"0016100000PIgxNAAT","REPORTINGUI Account 23","CODE008","REPORTINGUI Account 23","-22","-22","-103","-9","-67","-166","-157","-64","FALSE","130","194","137","176","77","121","Government","80"
"0016100000PIgxOAAT","REPORTINGUI Account 24","CODE009","REPORTINGUI Account 24","-23","-23","-35","-123","-81","-52","-37","-58","TRUE","79","75","15","40","72",,"Manufacturing","148"
"0016100000PIgxPAAT","REPORTINGUI Account 25","CODE010","REPORTINGUI Account 25","-24","-24","-66","-100","-84","-122","-155","-160","FALSE","191","45","47","69","26","147","Shipping","69"
"0016100000PIgxQAAT","REPORTINGUI Account 26","CODE011","REPORTINGUI Account 26","-25","-25","-28","-5","-77","-48","-194","-53","FALSE","119","22","47","27","24","172","Food & Beverage","129"
"0016100000PIgxRAAT","REPORTINGUI Account 27","CODE012","REPORTINGUI Account 27","-26","-26","-139","-34","-149","-193",,"-96","TRUE","149","179",,"165","97","108","Healthcare","96"
"0016100000PIgxSAAT","REPORTINGUI Account 28","CODE013","REPORTINGUI Account 28","-27","-27","-13","-68","-31","-84","-157","-186","FALSE","58","79","166","152",,"126","Electronics","54"
"0016100000PIgxTAAT","REPORTINGUI Account 29","CODE014","REPORTINGUI Account 29","-28","-28","-183","-102","-20","-43","-34","-30","TRUE","39","190","102","171","161","75","Transportation","114"
"0016100000PIgxUAAT","REPORTINGUI Account 30","CODE015","REPORTINGUI Account 30","-29",,"-10","-38","-161","-34","-23","-131","FALSE","36","2","163","187","154","140","Apparel","150"
"0016100000PIgxVAAT","REPORTINGUI Account 31","CODE001","REPORTINGUI Account 31","-30","-30","-153","-167","-199","-84","-16","-42","TRUE","124",,"128","63","21","16","Service","185"
"0016100000PIgxWAAT","REPORTINGUI Account 32","CODE002","REPORTINGUI Account 32","-31","-31","-134","-36","-67","-9","-157",,"FALSE","139","28","99","83","52","91",,"75"
"0016100000PIgxXAAT","REPORTINGUI Account 33","CODE003","REPORTINGUI Account 33","-32","-32","-48","-16","-97","-53","-94","-37","TRUE","170","75","129","141","190","91","Finance","49"
"0016100000PIgxYAAT","REPORTINGUI Account 34","CODE004","REPORTINGUI Account 34","-33","-33","-158","-121","-16","-13","-78","-157","FALSE","10","67","78","131","168",,"Manufacturing","196"
"0016100000PIgxZAAT","REPORTINGUI Account 35","CODE005","REPORTINGUI Account 35","-34","-34","-59","-172","-5",,"-163","-12","TRUE",,"132","120","190","185","146","Manufacturing","176"
"0016100000PIgxaAAD","REPORTINGUI Account 36","CODE006","REPORTINGUI Account 36","-35","-35",,"-174","-22","-46","-90","-177","FALSE","23","138","41","162","70","16","Chemicals","143"
"0016100000PIgxbAAD","REPORTINGUI Account 37","CODE007","REPORTINGUI Account 37","-36","-36","-100","-18","-47","-136","-51","-19","TRUE","90","97",,"130","71","148","Government","17"
"0016100000PIgxcAAD","REPORTINGUI Account 38","CODE008","REPORTINGUI Account 38","-37","-37","-79","-157","-35","-108","-96","-150","FALSE","88","45","170","27","50","29","Machinery","77"
"0016100000PIgxdAAD","REPORTINGUI Account 39","CODE009","REPORTINGUI Account 39","-38","-38","-156","-72",,"-94","-180","-124","TRUE","166","188","59","34","21","78","Manufacturing","195"
"0016100000PIgxeAAD","REPORTINGUI Account 40","CODE010","REPORTINGUI Account 40","-39","-39","-46","-120","-192","-103","-27","-83","FALSE","24","168","158","16","82","33","Biotechnology","168"
"0016100000PIgxfAAD","REPORTINGUI Account 41","CODE011","REPORTINGUI Account 41","-40","-40","-8","-42","-168","-64","-53","-9","TRUE","155","144","20",,"188","48","Hospitality","152"
"0016100000PIgxgAAD","REPORTINGUI Account 42","CODE012","REPORTINGUI Account 42","-41","-41","-159","-102","-144","-66","-171","-190","FALSE","85","74","27","149","118","142","Education","99"
"0016100000PIgxhAAD","REPORTINGUI Account 43","CODE013","REPORTINGUI Account 43","-42","-42","-91",,"-113","-120","-117","-125","TRUE","89",,"123","159","160","181","Medical & Dental Laboratories","182"
"0016100000PIgxiAAD","REPORTINGUI Account 44","CODE014","REPORTINGUI Account 44","-43","-43","-65","-112","-178","-21","-51","-63","FALSE","68","117","48","122",,"78","Medical Products","181"
"0016100000PIgxjAAD","REPORTINGUI Account 45","CODE015","REPORTINGUI Account 45","-44","-44","-55","-81","-107","-79","-137","-170","FALSE","197","103","35","67","92","72","Agriculture","89"
"0016100000PIgxkAAD","REPORTINGUI Account 46","CODE001","REPORTINGUI Account 46","-45","-45","-143","-40","-12","-65","-20","-89","TRUE","81","36","151","119","181","188","Healthcare","50"
"0016100000PIgxlAAD","REPORTINGUI Account 47","CODE002","REPORTINGUI Account 47","-46","-46","-135","-147","-59","-45","-83","-23","FALSE","151","85","106","111","83","9","Retail",
"0016100000PIgxmAAD","REPORTINGUI Account 48","CODE003","REPORTINGUI Account 48","-47","-47","-43","-56","-180","-83","-5","-89","TRUE","119","19","73","176","121",,"Service","123"
"0016100000PIgxnAAD","REPORTINGUI Account 49","CODE004","REPORTINGUI Account 49","-48","-48","-138","-152","-112","-21","-70","-40","FALSE","1","97",,"54","141","50",,"136"
"0016100000PIgxoAAD","REPORTINGUI Account 50","CODE005","REPORTINGUI Account 50","-49","-49","-136","-78","-94","-31","-146","-162","TRUE","2","141","141","24","15","37","Finance","177"
"0016100000PIgxpAAD","REPORTINGUI Account 51","CODE006","REPORTINGUI Account 51","-50","-50","-88","-73","-79","-142","-141","-192","FALSE","189","17","66","13","23","4","Education","46"
"0016100000PIgxqAAD","REPORTINGUI Account 52","CODE007","REPORTINGUI Account 52","-51","-51","-51","-42","-47","-121","-79","-80","TRUE",,"148","27","179","80","17","Manufacturing","125"
"0016100000PIgxrAAD","REPORTINGUI Account 53","CODE008","REPORTINGUI Account 53","-52","-52","-99","-188","-120","-56","-62","-111","FALSE","124","164","99","157","146","109","Food & Beverage","162"
"0016100000PIgxsAAD","REPORTINGUI Account 54","CODE009","REPORTINGUI Account 54","-53","-53","-164","-104","-48","-90","-29","-144",,"172","181","75","106","179","48","Retail","113"
"0016100000PIgxtAAD","REPORTINGUI Account 55","CODE010","REPORTINGUI Account 55","-54","-54",,"-64","-35","-60","-82","-109","FALSE","190",,"195","164","37","161","Industrial Manufacturing & Services","22"
"0016100000PIgxuAAD","REPORTINGUI Account 56","CODE011","REPORTINGUI Account 56","-55","-55","-146","-76","-189","-96","-90","-36","TRUE","59","133","46","146","191","176","Insurance","27"
"0016100000PIgxvAAD","REPORTINGUI Account 57","CODE012","REPORTINGUI Account 57","-56","-56","-44","-136","-14","-2","-191","-78","FALSE","179","56","84","136","166","187","Healthcare","161"
"0016100000PIgxwAAD","REPORTINGUI Account 58","CODE013","REPORTINGUI Account 58","-57","-57","-159","-148","-24","-150","-45","-54","TRUE","145","125","171","109","36","165","Retail","60"
"0016100000PIgxxAAD","REPORTINGUI Account 59","CODE014","REPORTINGUI Account 59","-58","-58","-16","-114","-39","-4","-31","-84","FALSE","132","103","190",,"38",,"Healthcare","15"
"0016100000PIgxyAAD","REPORTINGUI Account 60","CODE015","REPORTINGUI Account 60","-59","-59","-196",,"-161",,"-98",,"TRUE","90","76","56","133","131","174","Manufacturing","57"
"0016100000PIgxzAAD","REPORTINGUI Account 61","CODE001","REPORTINGUI Account 61","-60","-60","-84","-57","-39","-27","-63","-146","FALSE","56","78","7","71","80","50","Utilities","121"
"0016100000PIgy0AAD","REPORTINGUI Account 62","CODE002","REPORTINGUI Account 62","-61","-61","-151","-141","-33","-33","-84","-134","TRUE","107","184","42","12","94","173","Engineering","185"
"0016100000PIgy1AAD","REPORTINGUI Account 63","CODE003","REPORTINGUI Account 63","-62","-62","-35","-107","-144","-61","-60","-81","FALSE","24","82","49","199","15","24","Oil & Gas & Energy","101"
"0016100000PIgy2AAD","REPORTINGUI Account 64","CODE004","REPORTINGUI Account 64","-63","-63","-47","-1","-101","-55","-184","-113","FALSE","53","176","54","86","199","83",,"40"
"0016100000PIgy3AAD","REPORTINGUI Account 65","CODE005","REPORTINGUI Account 65","-64","-64","-13","-16",,"-90","-81","-81","TRUE","4","57","24","182","178","10","Hospitality","193"
"0016100000PIgy4AAD","REPORTINGUI Account 66","CODE006","REPORTINGUI Account 66","-65","-65","-150","-85","-141","-43",,"-80","FALSE","162","31","38","15",,"114","Retail","80"
"0016100000PIgy5AAD","REPORTINGUI Account 67","CODE007","REPORTINGUI Account 67","-66","-66","-47","-195","-107","-159","-104","-99","TRUE","47","159","172","12","119","36","Non-profit","65"
"0016100000PIgy6AAD","REPORTINGUI Account 68","CODE008","REPORTINGUI Account 68","-67","-67","-197","-13","-99","-192","-169","-147","FALSE","33","167","134","3","102","24","Food & Beverage",
"0016100000PIgy7AAD","REPORTINGUI Account 69","CODE009","REPORTINGUI Account 69","-68","-68","-131","-94","-55","-97","-97","-150","TRUE","58","143","119","190","81","170","Agriculture","75"
"0016100000PIgy8AAD","REPORTINGUI Account 70","CODE010","REPORTINGUI Account 70","-69","-69","-45","-172","-75","-140","-127","-166","FALSE","183","68","173","110","150",,"Finance","179"
"0016100000PIgy9AAD","REPORTINGUI Account 71","CODE011","REPORTINGUI Account 71","-70","-70","-73","-32","-72","-94","-144","-83","TRUE",,"170","81","80","162","33","Oil & Gas Exploration & Production","85"
"0016100000PIgyAAAT","REPORTINGUI Account 72","CODE012","REPORTINGUI Account 72","-71","-71","-137","-120","-170","-164","-10","-32","FALSE","63","54","148","123","1","65","Manufacturing","13"
"0016100000PIgyBAAT","REPORTINGUI Account 73","CODE013","REPORTINGUI Account 73","-72","-72","-125","-187","-145","-80","-110","-183","TRUE","117","141","70","125","148","83","Manufacturing","176"
"0016100000PIgyCAAT","REPORTINGUI Account 74","CODE014","REPORTINGUI Account 74","-73","-73","-90","-90","-12","-60","-76","-48","FALSE","151","64","147","109","123","141","Manufacturing","49"
"0016100000PIgyDAAT","REPORTINGUI Account 75","CODE015","REPORTINGUI Account 75","-74","-74","-26","-60","-102","-146","-89","-128","TRUE","18",,"48","81","86","139","Government","193"
"0016100000PIgyEAAT","REPORTINGUI Account 76","CODE001","REPORTINGUI Account 76","-75","-75","-34","-63","-123","-88","-1","-90","FALSE","133","63","104","31","77","143","Service","123"
"0016100000PIgyFAAT","REPORTINGUI Account 77","CODE002","REPORTINGUI Account 77","-76","-76","-5","-15","-71","-166","-189","-3",,"178","76","167",,"187","183","Healthcare","61"
"0016100000PIgyGAAT","REPORTINGUI Account 78","CODE003","REPORTINGUI Account 78","-77","-77","-115","-171","-136","-93","-137","-101","FALSE","60","40","149","48","32","177","Manufacturing","114"
"0016100000PIgyHAAT","REPORTINGUI Account 79","CODE004","REPORTINGUI Account 79","-78","-78","-92","-174","-59","-129","-102",,"TRUE","63","13",,"109","64","174",,"143"
"0016100000PIgyIAAT","REPORTINGUI Account 80",,"REPORTINGUI Account 80","-79","-79","-154","-17","-43","-133","-196","-126","FALSE","21","97","8","180","196","1","Manufacturing","16"
"0016100000PIgyJAAT","REPORTINGUI Account 81","CODE006","REPORTINGUI Account 81","-80","-80","-93","-83","-16","-155","-188","-173","TRUE","12","89","6","175","101","151","Hospitality","55"
"0016100000PIgyKAAT","REPORTINGUI Account 82","CODE007","REPORTINGUI Account 82","-81","-81","-190","-46","-98","-80","-106","-37","FALSE","99","116","152","59","190","117","Consulting","127"
"0016100000PIgyLAAT","REPORTINGUI Account 83","CODE008","REPORTINGUI Account 83","-82","-82","-47","-5","-144","-149","-85","-78","FALSE","22","136","184","36","91","61","Telecommunications","113"
"0016100000PIgyMAAT","REPORTINGUI Account 84","CODE009","REPORTINGUI Account 84","-83","-83","-90","-133","-116","-171","-80","-165","TRUE","57","192","33","142","40",,"Hospitality","16"
"0016100000PIgyNAAT","REPORTINGUI Account 85","CODE010","REPORTINGUI Account 85","-84","-84","-164","-81","-168","-8","-189","-27","FALSE","200","169","37","168","9","70","Manufacturing","41"
"0016100000PIgyOAAT","REPORTINGUI Account 86","CODE011","REPORTINGUI Account 86","-85","-85","-189","-139","-135","-57","-183","-78","TRUE","19","13","199","15","174","139","Construction","107"
"0016100000PIgyPAAT","REPORTINGUI Account 87","CODE012","REPORTINGUI Account 87","-86","-86","-150","-103","-35","-110","-46","-108","FALSE","172","54","117","55","6","99","Telecommunications",
"0016100000PIgyQAAT","REPORTINGUI Account 88","CODE013","REPORTINGUI Account 88","-87","-87","-77","-182","-111","-71","-188","-54","TRUE","105","91","143","64","165","149","Healthcare","28"
"0016100000PIgyRAAT","REPORTINGUI Account 89","CODE014","REPORTINGUI Account 89","-88","-88","-52","-99","-127","-189","-121","-185","FALSE","15","10","179","164","172","55","Manufacturing","111"
"0016100000PIgySAAT","REPORTINGUI Account 90","CODE015","REPORTINGUI Account 90","-89","-89","-196","-49","-146","-112","-62","-144","TRUE","163","113","170","35","196","104","Manufacturing","10"
"0016100000PIgyTAAT","REPORTINGUI Account 91","CODE001","REPORTINGUI Account 91","-90","-90","-11","-98","-78","-15","-115","-104","FALSE","123","69","92","131","133","29","Construction","90"
"0016100000PIgyUAAT","REPORTINGUI Account 92","CODE002","REPORTINGUI Account 92","-91","-91","-129","-6","-44","-166",,"-104","TRUE","76","17","36","58",,"113","Bakery Products","112"
"0016100000PIgyVAAT","REPORTINGUI Account 93","CODE003","REPORTINGUI Account 93","-92","-92","-3","-189","-152","-75","-23","-14","FALSE","53",,"200","184","146","88","Technology","14"
"0016100000PIgyWAAT","REPORTINGUI Account 94","CODE004","REPORTINGUI Account 94","-93","-93","-176","-27","-8","-168","-57","-162","TRUE","80","174","143","170","165","120",,"146"
"0016100000PIgyXAAT","REPORTINGUI Account 95","CODE005","REPORTINGUI Account 95","-94","-94","-103","-80","-100","-2","-73","-198","FALSE","66","48","165","32","157","48","Technology","174"
"0016100000PIgyYAAT","REPORTINGUI Account 96","CODE006","REPORTINGUI Account 96","-95","-95","-82","-32","-133","-84","-184","-53","TRUE","64","158","143","200","42","32","Transportation","67"
"0016100000PIgyZAAT","REPORTINGUI Account 97","CODE007","REPORTINGUI Account 97",,"-96","-108","-79","-23",,"-54","-90","FALSE","120","177","157","130","13","64","Manufacturing","158"
"0016100000PIgyaAAD","REPORTINGUI Account 98","CODE008","REPORTINGUI Account 98","-97","-97","-173","-152","-170","-33","-154","-22","TRUE","11","7","42","151","191","80","Consulting","49"
"0016100000PIgybAAD","REPORTINGUI Account 99","CODE009","REPORTINGUI Account 99","-98","-98","-196","-35","-10","-155","-193","-172","FALSE","116","49","106","71","138","180","Software & Programming","130"
"0016100000PIgycAAD","REPORTINGUI Account 100","CODE010","REPORTINGUI Account 100","-99","-99","-165","-194","-141","-18","-178","-121","TRUE",,"152","152","53","127",,,
"0016100000PIgydAAD","REPORTINGUI Account 101","CODE011","REPORTINGUI Account 101","-100","-100","-136","-161","-28","-111","-46","-174","FALSE","63","24","199","104","2","64","Food & Beverage","107"
"0016100000PIgyeAAD","REPORTINGUI Account 102","CODE012","REPORTINGUI Account 102","-101","-101","-80","-74","-137","-90","-195","-86","FALSE","154","3","75","109","169","3","Service","47"
"0016100000PIgyfAAD","REPORTINGUI Account 103","CODE013","REPORTINGUI Account 103","-102","-102","-113","-141","-142","-123","-196","-81","TRUE","61","38",,"27","175","82","Service","46"
"0016100000PIgygAAD","REPORTINGUI Account 104",,"REPORTINGUI Account 104","-103","-103","-89","-50",,"-90","-54","-108","FALSE","193","88","180","13","133","128","Medical Devices","85"
"0016100000PIgyhAAD","REPORTINGUI Account 105","CODE015","REPORTINGUI Account 105","-104",,"-181","-188","-24","-145","-95","-190","TRUE","61","120","39","166","48","156","Service","5"
"0016100000PIgyiAAD","REPORTINGUI Account 106","CODE001","REPORTINGUI Account 106","-105","-105","-47","-18","-142","-135","-123","-55","FALSE","2","23","53","165",,"112","Biotechnology","29"
"0016100000PIgyjAAD","REPORTINGUI Account 107","CODE002","REPORTINGUI Account 107","-106","-106","-17","-116","-29","-86","-101","-185","TRUE","14","173","99","170","117","180","Finance","177"
"0016100000PIgykAAD","REPORTINGUI Account 108","CODE003","REPORTINGUI Account 108","-107","-107","-57",,"-165","-48","-57","-85","FALSE","33","109","74","164","108","164","Hospitality","153"
"0016100000PIgylAAD","REPORTINGUI Account 109","CODE004","REPORTINGUI Account 109","-108","-108","-172","-158","-174","-144","-105","-128","TRUE","58","28","180","49","108","71","Healthcare","158"
"0016100000PIgymAAD","REPORTINGUI Account 110","CODE005","REPORTINGUI Account 110","-109","-109","-74","-177","-162","-157","-169","-24","FALSE","60","142","108","190","60","167","Technology","184"
"0016100000PIgynAAD","REPORTINGUI Account 111","CODE006","REPORTINGUI Account 111","-110","-110","-42","-129","-101","-28","-82","-68","TRUE","58","185","144","79","145","114","Service","51"
"0016100000PIgyoAAD","REPORTINGUI Account 112","CODE007","REPORTINGUI Account 112","-111","-111",,"-190","-89","-148","-142","-68","FALSE",,"121","161","167","61","99","Government","32"
"0016100000PIgypAAD","REPORTINGUI Account 113","CODE008","REPORTINGUI Account 113","-112","-112","-30","-196","-81","-183","-172","-199","TRUE","49","158","13","103","80","115","Energy","9"
"0016100000PIgyqAAD","REPORTINGUI Account 114","CODE009","REPORTINGUI Account 114","-113","-113","-132","-100","-34","-101","-175","-7","FALSE","31","150","91","28","36","72","Energy","135"
"0016100000PIgyrAAD","REPORTINGUI Account 115","CODE010","REPORTINGUI Account 115","-114","-114","-96","-182","-87","-126","-94","-98","TRUE","198","132","55","150","106","100","Energy","11"
"0016100000PIgysAAD","REPORTINGUI Account 116","CODE011","REPORTINGUI Account 116","-115","-115","-12","-36","-9","-19","-131","-154","FALSE","110","112","125","52",,"83","Education",
"0016100000PIgytAAD","REPORTINGUI Account 117","CODE012","REPORTINGUI Account 117","-116","-116","-100","-101","-170","-38","-188","-146","TRUE","124","149",,"197","39","187","Non-profit","164"
"0016100000PIgyuAAD","REPORTINGUI Account 118","CODE013","REPORTINGUI Account 118","-117","-117","-136","-148","-71","-26","-140","-88","FALSE","187","113","162","102","161","11","Telecommunications","95"
"0016100000PIgyvAAD","REPORTINGUI Account 119","CODE014","REPORTINGUI Account 119","-118","-118","-120","-13","-158","-92","-50","-46","TRUE","112","38","97","106","140","59","Non-profit","121"
"0016100000PIgywAAD","REPORTINGUI Account 120","CODE015","REPORTINGUI Account 120","-119","-119","-115","-153","-132","-137","-26","-166","FALSE","35","177","130","46","158","27","Technology","109"
"0016100000PIgyxAAD","REPORTINGUI Account 121","CODE001","REPORTINGUI Account 121","-120","-120","-93","-78","-192","-92","-117","-11","FALSE","148","190","162","55","146","169","Retail","16"
"0016100000PIgyyAAD","REPORTINGUI Account 122","CODE002","REPORTINGUI Account 122","-121","-121",,"-161","-35","-187","-17","-80",,"7","87","65","76","110","192","Technology","119"
"0016100000PIgyzAAD","REPORTINGUI Account 123","CODE003","REPORTINGUI Account 123","-122","-122","-132","-70","-9","-127","-57","-164","FALSE","2","114","89","195","171",,"Service","19"
"0016100000PIgz0AAD","REPORTINGUI Account 124","CODE004","REPORTINGUI Account 124","-123","-123","-103","-69","-109","-22","-170","-166","TRUE","106","150","80","109","13","121","Manufacturing","100"
"0016100000PIgz1AAD","REPORTINGUI Account 125","CODE005","REPORTINGUI Account 125","-124",,"-34","-90","-142","-100","-177","-62","FALSE","9","163","30","146","34","32","Others","200"
"0016100000PIgz2AAD","REPORTINGUI Account 126","CODE006","REPORTINGUI Account 126","-125","-125","-114","-159","-67","-70","-71","-184","TRUE","200","90","200","93","109","176","Technology","65"
"0016100000PIgz3AAD","REPORTINGUI Account 127","CODE007","REPORTINGUI Account 127","-126","-126","-73","-125","-82","-188","-154","-40","FALSE","49","61","10","185","103","177","Others","186"
"0016100000PIgz4AAD","REPORTINGUI Account 128","CODE008","REPORTINGUI Account 128","-127","-127","-182","-161","-171","-165","-9","-102","TRUE","115","140","117","92","195","168","Manufacturing","106"
"0016100000PIgz5AAD","REPORTINGUI Account 129","CODE009","REPORTINGUI Account 129","-128","-128","-151","-52","-148","-157","-128","-128","FALSE","103","131","125","10","130","58","Manufacturing","34"
"0016100000PIgz6AAD","REPORTINGUI Account 130","CODE010","REPORTINGUI Account 130","-129","-129","-123","-53","-83","-139","-14","-108","TRUE",,"35","168","82","166","172","Manufacturing",
"0016100000PIgz7AAD","REPORTINGUI Account 131","CODE011","REPORTINGUI Account 131","-130","-130","-190","-134","-109","-55","-194","-29","FALSE","163","154","116","55","198","94","Distribution","25"
"0016100000PIgz8AAD","REPORTINGUI Account 132","CODE012","REPORTINGUI Account 132","-131","-131","-76","-109","-65","-51","-49","-42","TRUE","131","83","53","20","130","152","Oil & Gas & Energy","103"
"0016100000PIgz9AAD","REPORTINGUI Account 133","CODE013","REPORTINGUI Account 133","-132","-132","-172","-16","-85","-6","-103","-185",,"178","47","102","134","20","191","Technology","96"
"0016100000PIgzAAAT","REPORTINGUI Account 134","CODE014","REPORTINGUI Account 134","-133","-133","-15","-177","-45","-133","-2","-16","TRUE","5","114","121","33","124","157","Others","67"
"0016100000PIgzBAAT","REPORTINGUI Account 135","CODE015","REPORTINGUI Account 135","-134","-134","-165","-142","-94","-114","-105","-90","FALSE","136","9","68","79",,"139","Manufacturing","98"
"0016100000PIgzCAAT","REPORTINGUI Account 136","CODE001","REPORTINGUI Account 136","-135","-135",,"-167","-24","-62","-129","-13","TRUE","194","187","45","185","145","137","Finance","145"
"0016100000PIgzDAAT","REPORTINGUI Account 137","CODE002","REPORTINGUI Account 137","-136","-136","-133","-86","-120","-34","-116","-189","FALSE","26","2","1","70","18","35","Technology","29"
"0016100000PIgzEAAT","REPORTINGUI Account 138","CODE003","REPORTINGUI Account 138","-137","-137","-19","-31","-22","-107","-97","-148","TRUE","191","143","188","148","6","125","Technology","90"
"0016100000PIgzFAAT","REPORTINGUI Account 139","CODE004","REPORTINGUI Account 139","-138","-138","-183","-122","-92","-176","-111","-106","FALSE","104","132","176","2","156","46","Healthcare","45"
"0016100000PIgzGAAT","REPORTINGUI Account 140","CODE005","REPORTINGUI Account 140",,"-139","-71","-118","-177","-66","-109","-192","FALSE","138","199","10","170","113","4","Chemicals","194"
"0016100000PIgzHAAT","REPORTINGUI Account 141","CODE006","REPORTINGUI Account 141","-140","-140","-183","-65","-140","-31","-84","-116","TRUE","120","98","178","99","134",,"Apparel","158"
"0016100000PIgzIAAT","REPORTINGUI Account 142","CODE007","REPORTINGUI Account 142","-141","-141","-88","-141","-45","-172","-50","-153","FALSE","161","164","98","146","193","9","Medical Equipment & Supplies","90"
"0016100000PIgzJAAT","REPORTINGUI Account 143","CODE008","REPORTINGUI Account 143","-142","-142","-53","-146","-189","-23","-135","-151","TRUE","194","152","56","17","79","85","Manufacturing","140"
"0016100000PIgzKAAT","REPORTINGUI Account 144","CODE009","REPORTINGUI Account 144","-143","-143","-132","-7","-91","-12","-175","-5","FALSE","37","169","75","80","88","2","Healthcare","39"
"0016100000PIgzLAAT","REPORTINGUI Account 145","CODE010","REPORTINGUI Account 145","-144","-144","-170","-73","-154","-188","-170","-124","TRUE","119","64","111","140","112","97","Retail","77"
