Join2Name1,Join2Name2,Join2Date1,Join2EventTimeStamp1,Join2Boolean,Join2Number1,Join2Number2,Join2Number3,
Manufacturing,CODE010,1,1,FALSE,86,171,2,
Construction,CODE011,1,1,TRUE,89,108,0,
Bakery Products,CODE012,1,1,FALSE,6,148,2,
Technology,CODE013,1,1,TRUE,25,104,1,
Manufacturing,CODE014,1,1,FALSE,94,137,1,
Technology,CODE015,1,1,TRUE,51,160,5,
Transportation,CODE001,1,1,FALSE,42,178,3,
Manufacturing,CODE002,1,1,TRUE,6,122,3,
Consulting,CODE003,1,1,FALSE,21,117,0,
Software & Programming,CODE004,1,1,TRUE,14,108,1,
,CODE005,1,1,FALSE,61,111,2,
Food & Beverage,CODE006,1,1,TRUE,74,190,0,
Service,CODE007,1,1,FALSE,32,200,1,
Service,CODE008,1,1,TRUE,12,151,2,
Medical Devices,CODE009,1,1,FALSE,58,124,5,
Service,CODE010,1,1,FALSE,45,110,4,
Biotechnology,CODE011,1,1,TRUE,71,150,0,
Finance,CODE012,1,1,FALSE,17,183,1,
Hospitality,CODE013,1,1,TRUE,83,123,0,
Healthcare,CODE014,1,1,FALSE,11,116,3,
Technology,CODE015,1,1,TRUE,67,141,3,
Service,CODE001,1,1,FALSE,48,196,4,
Government,CODE002,1,1,TRUE,18,156,5,
Energy,CODE003,1,1,FALSE,82,160,3,
 Singapore,Energy,CODE004,1,1,TRUE,31,174,3
 UK,Energy,CODE005,1,1,FALSE,95,183,5
Education,CODE006,1,1,TRUE,41,164,5,
Non-profit,CODE007,1,1,FALSE,18,170,4,
Telecommunications,CODE008,1,1,TRUE,35,195,0,
Non-profit,CODE009,1,1,FALSE,71,164,4,
Technology,CODE010,1,1,TRUE,76,157,5,
Retail,CODE011,1,1,FALSE,32,166,5,
Technology,CODE012,1,1,TRUE,49,107,5,
Service,CODE013,1,1,FALSE,33,122,1,
Manufacturing,CODE014,1,1,FALSE,36,108,3,
Others,CODE015,1,1,TRUE,80,119,5,
Technology,CODE001,1,1,FALSE,33,129,1,
Others,CODE002,1,1,TRUE,55,195,1,
Manufacturing,CODE003,1,1,FALSE,16,154,2,
Manufacturing,CODE004,1,1,TRUE,92,146,2,
Manufacturing,CODE005,1,1,FALSE,51,159,0,
Distribution,CODE006,2,2,TRUE,9,159,4,
Oil & Gas & Energy,CODE007,2,2,FALSE,29,176,3,
Technology,CODE008,2,2,TRUE,0,186,1,
Others,CODE009,2,2,FALSE,77,167,5,
Manufacturing,CODE010,2,2,TRUE,42,180,2,
Finance,CODE011,2,2,FALSE,71,168,2,
Technology,CODE012,2,2,TRUE,93,166,0,
Technology,CODE013,2,2,FALSE,89,156,5,
Healthcare,CODE014,2,2,TRUE,88,126,3,
Chemicals,CODE015,2,2,FALSE,53,197,3,
Apparel,CODE001,2,2,TRUE,46,155,1,
Medical Equipment & Supplies,CODE002,2,2,FALSE,80,172,0,
Manufacturing,CODE003,2,2,FALSE,56,180,2,
Healthcare,CODE004,2,2,TRUE,96,174,4,
Retail,CODE005,2,2,FALSE,81,137,0,
Energy,CODE006,2,2,TRUE,29,165,0,
Manufacturing,CODE007,2,2,FALSE,64,200,0,
Technology,CODE008,2,2,TRUE,29,188,3,
Chemicals,CODE009,2,2,FALSE,43,132,4,
Manufacturing,CODE010,2,2,TRUE,56,133,3,
Finance,CODE011,2,2,FALSE,31,176,4,
Consulting,CODE012,2,2,TRUE,53,113,5,
Government,CODE013,2,2,FALSE,99,134,5,
Manufacturing,CODE014,2,2,TRUE,66,127,3,
Shipping,CODE015,2,2,FALSE,30,192,3,
Food & Beverage,CODE001,2,2,TRUE,1,129,0,
Healthcare,CODE002,2,2,FALSE,48,125,4,
Electronics,CODE003,2,2,TRUE,72,163,5,
Transportation,CODE004,2,2,FALSE,30,192,2,
Apparel,CODE005,2,2,TRUE,80,166,3,
Service,CODE006,2,2,FALSE,39,130,2,
Television Cable, & Broadcast Network,CODE007,2,2,FALSE,3,143,3
Finance,CODE008,2,2,TRUE,25,147,4,
Manufacturing,CODE009,2,2,FALSE,35,110,0,
Manufacturing,CODE010,2,2,TRUE,99,122,1,
Chemicals,CODE011,2,2,FALSE,33,119,2,
Government,CODE012,2,2,TRUE,72,129,5,
Machinery,CODE013,2,2,FALSE,23,114,1,
Manufacturing,CODE014,2,2,TRUE,72,129,0,
Biotechnology,CODE015,2,2,FALSE,37,136,5,
Hospitality,CODE001,2,2,TRUE,70,197,1,
Education,CODE002,2,2,FALSE,46,139,2,
Medical & Dental Laboratories,CODE003,2,2,TRUE,42,169,4,
Medical Products,CODE004,2,2,FALSE,94,150,1,
Agriculture,CODE005,2,2,TRUE,71,120,1,
Healthcare,CODE006,2,2,FALSE,0,153,4,
Retail,CODE007,2,2,TRUE,65,174,3,
Service,CODE008,2,2,FALSE,68,108,2,
Fish & Seafood,CODE009,2,2,TRUE,74,131,3,
Finance,CODE010,2,2,FALSE,18,184,3,
Education,CODE011,2,2,FALSE,86,159,3,
Manufacturing,CODE012,2,2,TRUE,10,193,2,
Food & Beverage,CODE013,2,2,FALSE,15,130,1,
Retail,CODE014,2,2,TRUE,2,143,5,
Industrial Manufacturing & Services,CODE015,2,2,FALSE,8,160,4,
Insurance,CODE001,2,2,TRUE,38,181,4,
Healthcare,CODE002,2,2,FALSE,23,151,4,
Retail,CODE003,2,2,TRUE,13,112,0,
Healthcare,CODE004,2,2,FALSE,96,160,5,
Manufacturing,CODE005,2,2,TRUE,80,108,0,
Utilities,CODE006,2,2,FALSE,20,126,1,
Engineering,CODE007,2,2,TRUE,92,136,2,
Oil & Gas & Energy,CODE008,2,2,FALSE,92,161,4,
Service,CODE009,2,2,TRUE,42,189,5,
Hospitality,CODE010,2,2,FALSE,53,127,5,
Retail,CODE011,2,2,TRUE,7,185,5,
Non-profit,CODE012,2,2,FALSE,86,146,2,
Food & Beverage,CODE013,2,2,TRUE,30,104,5,
Agriculture,CODE014,2,2,FALSE,34,122,1,
Finance,CODE015,2,2,FALSE,13,139,0,
Oil & Gas Exploration & Production,CODE001,2,2,TRUE,55,108,4,
Manufacturing,CODE002,2,2,FALSE,10,109,2,
Manufacturing,CODE003,2,2,TRUE,49,136,1,
Manufacturing,CODE004,2,2,FALSE,5,117,4,
Government,CODE005,2,2,TRUE,48,186,5,
Service,CODE006,2,2,FALSE,54,169,5,
Healthcare,CODE007,2,2,TRUE,15,158,1,
Manufacturing,CODE008,2,2,FALSE,5,148,0,
Consumer Services,CODE009,2,2,TRUE,23,169,5,
Manufacturing,CODE010,2,2,FALSE,74,189,2,
Hospitality,CODE011,2,2,TRUE,19,135,3,
Consulting,CODE012,2,2,FALSE,8,159,2,
Telecommunications,CODE013,2,2,TRUE,44,166,2,
Hospitality,CODE014,2,2,FALSE,8,163,5,
Manufacturing,CODE015,2,2,TRUE,54,169,1,
Construction,CODE001,2,2,FALSE,100,187,3,
Telecommunications,CODE002,2,2,TRUE,20,131,5,
Healthcare,CODE003,2,2,FALSE,38,187,1,
Manufacturing,CODE004,2,2,FALSE,29,198,5,
Manufacturing,CODE005,2,2,TRUE,90,164,1,
Construction,CODE006,2,2,FALSE,36,114,4,
Bakery Products,CODE007,2,2,TRUE,36,100,4,
Technology,CODE008,2,2,FALSE,61,176,4,
Manufacturing,CODE009,2,2,TRUE,91,175,3,
Technology,CODE010,2,2,FALSE,31,173,5,
Transportation,CODE011,2,2,TRUE,37,123,4,
Manufacturing,CODE012,2,2,FALSE,71,163,2,
Consulting,CODE013,2,2,TRUE,79,103,5,
Software & Programming,CODE014,2,2,FALSE,97,121,0,
,CODE015,2,2,TRUE,53,114,5,
Food & Beverage,CODE001,2,2,FALSE,70,176,5,
Service,CODE002,2,2,TRUE,79,124,5,
Service,CODE003,2,2,FALSE,51,193,5,
Medical Devices,CODE004,2,2,TRUE,63,124,2,
Service,CODE005,2,2,FALSE,38,139,1,
Biotechnology,CODE006,2,2,TRUE,55,101,2,
Finance,CODE007,2,2,FALSE,25,162,1,
Hospitality,CODE008,2,2,FALSE,88,113,5,
Healthcare,CODE009,2,2,TRUE,12,114,0,
Technology,CODE010,2,2,FALSE,48,128,0,
Service,CODE011,2,2,TRUE,71,100,4,
Government,CODE012,2,2,FALSE,42,164,5,
Energy,CODE013,2,2,TRUE,80,163,4,
 Singapore,Energy,CODE014,2,2,FALSE,75,188,3
 UK,Energy,CODE015,2,2,TRUE,29,138,3
Education,CODE001,2,2,FALSE,87,116,3,
Non-profit,CODE002,2,2,TRUE,76,185,4,
Telecommunications,CODE003,2,2,FALSE,73,169,2,
Non-profit,CODE004,2,2,TRUE,26,138,2,
Technology,CODE005,2,2,FALSE,49,179,4,
Retail,CODE006,2,2,TRUE,64,196,5,
Technology,CODE007,2,2,FALSE,25,116,4,
Service,CODE008,2,2,TRUE,45,165,1,
Manufacturing,CODE009,2,2,FALSE,72,131,1,
Others,CODE010,2,2,TRUE,87,147,2,
Technology,CODE011,2,2,FALSE,70,167,5,
Others,CODE012,2,2,FALSE,32,155,2,
Manufacturing,CODE013,2,2,TRUE,35,104,0,
Manufacturing,CODE014,2,2,FALSE,74,195,3,
Manufacturing,CODE015,2,2,TRUE,70,136,2,
Distribution,CODE001,3,3,FALSE,73,197,5,
Oil & Gas & Energy,CODE002,3,3,TRUE,41,114,3,
Technology,CODE003,3,3,FALSE,51,141,0,
Others,CODE004,3,3,TRUE,23,153,2,
Manufacturing,CODE005,3,3,FALSE,74,175,5,
Finance,CODE006,3,3,TRUE,37,143,3,
Technology,CODE007,3,3,FALSE,33,111,5,
Technology,CODE008,3,3,TRUE,65,151,4,
Healthcare,CODE009,3,3,FALSE,100,147,4,
Chemicals,CODE010,3,3,TRUE,51,143,0,
Apparel,CODE011,3,3,FALSE,91,140,5,
Medical Equipment & Supplies,CODE012,3,3,TRUE,23,146,2,
Manufacturing,CODE013,3,3,FALSE,0,135,5,
Healthcare,CODE014,3,3,TRUE,66,154,2,
Retail,CODE015,3,3,FALSE,2,192,0,
Energy,CODE001,3,3,FALSE,97,152,2,
Manufacturing,CODE002,3,3,TRUE,14,109,3,
Technology,CODE003,3,3,FALSE,76,126,3,
Chemicals,CODE004,3,3,TRUE,93,156,5,
Manufacturing,CODE005,3,3,FALSE,85,162,5,
Finance,CODE006,3,3,TRUE,84,156,5,
Consulting,CODE007,3,3,FALSE,39,176,0,
Government,CODE008,3,3,TRUE,80,188,3,
Manufacturing,CODE009,3,3,FALSE,92,153,5,
Shipping,CODE010,3,3,TRUE,16,100,3,
Food & Beverage,CODE011,3,3,FALSE,85,159,1,
Healthcare,CODE012,3,3,TRUE,46,125,0,
Electronics,CODE013,3,3,FALSE,70,118,2,
Transportation,CODE014,3,3,TRUE,63,131,1,
Apparel,CODE015,3,3,FALSE,1,178,4,
Service,CODE001,3,3,TRUE,53,177,5,
Television Cable, & Broadcast Network,CODE002,3,3,FALSE,7,186,4
Finance,CODE003,3,3,TRUE,27,176,5,
Manufacturing,CODE004,3,3,FALSE,33,123,1,
Manufacturing,CODE005,3,3,FALSE,6,165,4,
Chemicals,CODE006,3,3,TRUE,53,151,4,
Government,CODE007,3,3,FALSE,60,161,3,
Machinery,CODE008,3,3,TRUE,45,177,4,
Manufacturing,CODE009,3,3,FALSE,76,113,5,
Biotechnology,CODE010,3,3,TRUE,80,158,4,
Hospitality,CODE011,3,3,FALSE,37,116,3,
Education,CODE012,3,3,TRUE,41,177,4,
Medical & Dental Laboratories,CODE013,3,3,FALSE,25,184,4,
Medical Products,CODE014,3,3,TRUE,16,148,0,
Agriculture,CODE015,3,3,FALSE,5,188,5,
Healthcare,CODE001,3,3,TRUE,67,195,2,
Retail,CODE002,3,3,FALSE,78,107,5,
Service,CODE003,3,3,TRUE,94,198,5,
Fish & Seafood,CODE004,3,3,FALSE,8,190,1,
Finance,CODE005,3,3,TRUE,78,114,4,
Education,CODE006,3,3,FALSE,17,161,2,
Manufacturing,CODE007,3,3,TRUE,93,179,3,
Food & Beverage,CODE008,3,3,FALSE,44,187,0,
Retail,CODE009,3,3,FALSE,14,169,2,
Industrial Manufacturing & Services,CODE010,3,3,TRUE,84,196,3,
Insurance,CODE011,3,3,FALSE,20,136,1,
Healthcare,CODE012,3,3,TRUE,10,132,5,
Retail,CODE013,3,3,FALSE,23,126,1,
Healthcare,CODE014,3,3,TRUE,6,193,2,
Manufacturing,CODE015,3,3,FALSE,78,109,5,
Utilities,CODE001,3,3,TRUE,42,193,5,
Engineering,CODE002,3,3,FALSE,84,127,2,
Oil & Gas & Energy,CODE003,3,3,TRUE,68,101,2,
Service,CODE004,3,3,FALSE,93,180,3,
Hospitality,CODE005,3,3,TRUE,51,149,3,
Retail,CODE006,3,3,FALSE,46,166,3,
Non-profit,CODE007,3,3,TRUE,51,132,3,
Food & Beverage,CODE008,3,3,FALSE,65,167,0,
Agriculture,CODE009,3,3,TRUE,1,131,5,
Finance,CODE010,3,3,FALSE,52,155,5,
Oil & Gas Exploration & Production,CODE011,3,3,TRUE,87,141,5,
Manufacturing,CODE012,3,3,FALSE,4,113,0,
Manufacturing,CODE013,3,3,FALSE,61,130,1,
Manufacturing,CODE014,3,3,TRUE,49,116,1,
Government,CODE015,3,3,FALSE,52,125,4,
Service,CODE001,3,3,TRUE,40,170,4,
Healthcare,CODE002,3,3,FALSE,25,174,4,
Manufacturing,CODE003,3,3,TRUE,87,101,0,
Consumer Services,CODE004,3,3,FALSE,60,157,5,
Manufacturing,CODE005,3,3,TRUE,19,133,1,
Hospitality,CODE006,3,3,FALSE,55,145,4,
Consulting,CODE007,3,3,TRUE,29,123,0,
Telecommunications,CODE008,3,3,FALSE,73,109,5,
Hospitality,CODE009,3,3,TRUE,58,145,3,
Manufacturing,CODE010,3,3,FALSE,49,165,2,
Construction,CODE011,3,3,TRUE,90,172,4,
Telecommunications,CODE012,3,3,FALSE,49,125,5,
Healthcare,CODE013,3,3,TRUE,99,159,5,
Manufacturing,CODE014,3,3,FALSE,32,167,1,
Manufacturing,CODE015,3,3,TRUE,86,169,5,
Construction,CODE001,3,3,FALSE,78,196,4,
Bakery Products,CODE002,3,3,FALSE,98,179,3,
Technology,CODE003,3,3,TRUE,71,113,2,
Manufacturing,CODE004,3,3,FALSE,98,106,2,
Technology,CODE005,3,3,TRUE,29,146,5,
Transportation,CODE006,3,3,FALSE,41,178,1,
Manufacturing,CODE007,3,3,TRUE,29,167,1,
Consulting,CODE008,3,3,FALSE,76,148,2,
Software & Programming,CODE009,3,3,TRUE,22,198,1,
,CODE010,3,3,FALSE,54,116,4,
Food & Beverage,CODE011,3,3,TRUE,52,123,0,
Service,CODE012,3,3,FALSE,91,135,5,
Service,CODE013,3,3,TRUE,76,147,0,
Medical Devices,CODE014,3,3,FALSE,61,142,0,
Service,CODE015,3,3,TRUE,100,129,1,
Biotechnology,CODE001,3,3,FALSE,82,174,0,
Finance,CODE002,3,3,TRUE,38,190,4,
Hospitality,CODE003,3,3,FALSE,43,119,3,
Healthcare,CODE004,3,3,TRUE,6,106,0,
Technology,CODE005,3,3,FALSE,8,117,0,
Service,CODE006,3,3,FALSE,9,195,4,
Government,CODE007,3,3,TRUE,92,177,1,
Energy,CODE008,3,3,FALSE,86,101,1,
 Singapore,Energy,CODE009,3,3,TRUE,20,134,0
 UK,Energy,CODE010,3,3,FALSE,68,158,4
