"ID","AccountName","ProductCode","ProductName","Date","EventTimeStamp","Active","PageViews","PageVisits","FilesDownloaded","NoofReportsRun","NoofRulesTriggered","NoofSchedulesCreated","Industry"
"0016100000PnnJBAAZ","REPORTINGUI Account 20",,"REPORTINGUI Account 20","-19","-19","TRUE","34","65","1","92","162","5","Manufacturing"
"0016100000PnnJCAAZ","REPORTINGUI Account 21","CODE006","REPORTINGUI Account 21","-20","-20","FALSE",,"53","19","142","146","30","Finance"
"0016100000PnnJDAAZ","REPORTINGUI Account 22","CODE007","REPORTINGUI Account 22","-21","-21","TRUE","48","31","53",,"116","163","Consulting"
"0016100000PnnJEAAZ","REPORTINGUI Account 23","CODE008","REPORTINGUI Account 23","-22","-22","FALSE","130","194","137","176","77","121","Government"
"0016100000PnnJFAAZ","REPORTINGUI Account 24","CODE009","REPORTINGUI Account 24","-23","-23","TRUE","79","75","15","40","72",,"Manufacturing"
"0016100000PnnJGAAZ","REPORTINGUI Account 25","CODE010","REPORTINGUI Account 25","-24","-24","FALSE","191","45","47","69","26","147","Shipping"
"0016100000PnnJHAAZ","REPORTINGUI Account 26","CODE011","REPORTINGUI Account 26","-25","-25","FALSE","119","22","47","27","24","172","Food & Beverage"
"0016100000PnnJIAAZ","REPORTINGUI Account 27","CODE012","REPORTINGUI Account 27","-26","-26","TRUE","149","179",,"165","97","108","Healthcare"
"0016100000PnnJJAAZ","REPORTINGUI Account 28","CODE013","REPORTINGUI Account 28","-27","-27","FALSE","58","79","166","152",,"126","Electronics"
"0016100000PnnJKAAZ","REPORTINGUI Account 29","CODE014","REPORTINGUI Account 29","-28","-28","TRUE","39","190","102","171","161","75","Transportation"
"0016100000PnnJLAAZ","REPORTINGUI Account 30","CODE015","REPORTINGUI Account 30","-29",,"FALSE","36","2","163","187","154","140","Apparel"
"0016100000PnnJMAAZ","REPORTINGUI Account 31","CODE001","REPORTINGUI Account 31","-30","-30","TRUE","124",,"128","63","21","16","Service"
"0016100000PnnJNAAZ","REPORTINGUI Account 32","CODE002","REPORTINGUI Account 32","-31","-31","FALSE","139","28","99","83","52","91",
"0016100000PnnJOAAZ","REPORTINGUI Account 33","CODE003","REPORTINGUI Account 33","-32","-32","TRUE","170","75","129","141","190","91","Finance"
"0016100000PnnJPAAZ","REPORTINGUI Account 34","CODE004","REPORTINGUI Account 34","-33","-33","FALSE","10","67","78","131","168",,"Manufacturing"
"0016100000PnnJQAAZ","REPORTINGUI Account 35","CODE005","REPORTINGUI Account 35","-34","-34","TRUE",,"132","120","190","185","146","Manufacturing"
"0016100000PnnJRAAZ","REPORTINGUI Account 36","CODE006","REPORTINGUI Account 36","-35","-35","FALSE","23","138","41","162","70","16","Chemicals"
"0016100000PnnJSAAZ","REPORTINGUI Account 37","CODE007","REPORTINGUI Account 37","-36","-36","TRUE","90","97",,"130","71","148","Government"
"0016100000PnnJTAAZ","REPORTINGUI Account 38","CODE008","REPORTINGUI Account 38","-37","-37","FALSE","88","45","170","27","50","29","Machinery"
"0016100000PnnJUAAZ","REPORTINGUI Account 39","CODE009","REPORTINGUI Account 39","-38","-38","TRUE","166","188","59","34","21","78","Manufacturing"
"0016100000PnnJVAAZ","REPORTINGUI Account 40","CODE010","REPORTINGUI Account 40","-39","-39","FALSE","24","168","158","16","82","33","Biotechnology"
"0016100000PnnJWAAZ","REPORTINGUI Account 41","CODE011","REPORTINGUI Account 41","-40","-40","TRUE","155","144","20",,"188","48","Hospitality"
"0016100000PnnJXAAZ","REPORTINGUI Account 42","CODE012","REPORTINGUI Account 42","-41","-41","FALSE","85","74","27","149","118","142","Education"
"0016100000PnnJYAAZ","REPORTINGUI Account 43","CODE013","REPORTINGUI Account 43","-42","-42","TRUE","89",,"123","159","160","181","Medical & Dental Laboratories"
"0016100000PnnJZAAZ","REPORTINGUI Account 44","CODE014","REPORTINGUI Account 44","-43","-43","FALSE","68","117","48","122",,"78","Medical Products"
"0016100000PnnJaAAJ","REPORTINGUI Account 45","CODE015","REPORTINGUI Account 45","-44","-44","FALSE","197","103","35","67","92","72","Agriculture"
"0016100000PnnJbAAJ","REPORTINGUI Account 46","CODE001","REPORTINGUI Account 46","-45","-45","TRUE","81","36","151","119","181","188","Healthcare"
"0016100000PnnJcAAJ","REPORTINGUI Account 47","CODE002","REPORTINGUI Account 47","-46","-46","FALSE","151","85","106","111","83","9","Retail"
"0016100000PnnJdAAJ","REPORTINGUI Account 48","CODE003","REPORTINGUI Account 48","-47","-47","TRUE","119","19","73","176","121",,"Service"
"0016100000PnnJeAAJ","REPORTINGUI Account 49","CODE004","REPORTINGUI Account 49","-48","-48","FALSE","1","97",,"54","141","50",
"0016100000PnnJfAAJ","REPORTINGUI Account 50","CODE005","REPORTINGUI Account 50","-49","-49","TRUE","2","141","141","24","15","37","Finance"
"0016100000PnnJgAAJ","REPORTINGUI Account 51","CODE006","REPORTINGUI Account 51","-50","-50","FALSE","189","17","66","13","23","4","Education"
"0016100000PnnJhAAJ","REPORTINGUI Account 52","CODE007","REPORTINGUI Account 52","-51","-51","TRUE",,"148","27","179","80","17","Manufacturing"
"0016100000PnnJiAAJ","REPORTINGUI Account 53","CODE008","REPORTINGUI Account 53","-52","-52","FALSE","124","164","99","157","146","109","Food & Beverage"
"0016100000PnnJjAAJ","REPORTINGUI Account 54","CODE009","REPORTINGUI Account 54","-53","-53",,"172","181","75","106","179","48","Retail"
"0016100000PnnJkAAJ","REPORTINGUI Account 55","CODE010","REPORTINGUI Account 55","-54","-54","FALSE","190",,"195","164","37","161","Industrial Manufacturing & Services"
"0016100000PnnJlAAJ","REPORTINGUI Account 56","CODE011","REPORTINGUI Account 56","-55","-55","TRUE","59","133","46","146","191","176","Insurance"
"0016100000PnnJmAAJ","REPORTINGUI Account 57","CODE012","REPORTINGUI Account 57","-56","-56","FALSE","179","56","84","136","166","187","Healthcare"
"0016100000PnnJnAAJ","REPORTINGUI Account 58","CODE013","REPORTINGUI Account 58","-57","-57","TRUE","145","125","171","109","36","165","Retail"
"0016100000PnnJoAAJ","REPORTINGUI Account 59","CODE014","REPORTINGUI Account 59","-58","-58","FALSE","132","103","190",,"38",,"Healthcare"
"0016100000PnnJpAAJ","REPORTINGUI Account 60","CODE015","REPORTINGUI Account 60","-59","-59","TRUE","90","76","56","133","131","174","Manufacturing"
"0016100000PnnJqAAJ","REPORTINGUI Account 61","CODE001","REPORTINGUI Account 61","-60","-60","FALSE","56","78","7","71","80","50","Utilities"
"0016100000PnnJrAAJ","REPORTINGUI Account 62","CODE002","REPORTINGUI Account 62","-61","-61","TRUE","107","184","42","12","94","173","Engineering"
"0016100000PnnJsAAJ","REPORTINGUI Account 63","CODE003","REPORTINGUI Account 63","-62","-62","FALSE","24","82","49","199","15","24","Oil & Gas & Energy"
"0016100000PnnJtAAJ","REPORTINGUI Account 64","CODE004","REPORTINGUI Account 64","-63","-63","FALSE","53","176","54","86","199","83",
"0016100000PnnJuAAJ","REPORTINGUI Account 65","CODE005","REPORTINGUI Account 65","-64","-64","TRUE","4","57","24","182","178","10","Hospitality"
"0016100000PnnJvAAJ","REPORTINGUI Account 66","CODE006","REPORTINGUI Account 66","-65","-65","FALSE","162","31","38","15",,"114","Retail"
"0016100000PnnJwAAJ","REPORTINGUI Account 67","CODE007","REPORTINGUI Account 67","-66","-66","TRUE","47","159","172","12","119","36","Non-profit"
"0016100000PnnJxAAJ","REPORTINGUI Account 68","CODE008","REPORTINGUI Account 68","-67","-67","FALSE","33","167","134","3","102","24","Food & Beverage"
"0016100000PnnJyAAJ","REPORTINGUI Account 69","CODE009","REPORTINGUI Account 69","-68","-68","TRUE","58","143","119","190","81","170","Agriculture"
"0016100000PnnJzAAJ","REPORTINGUI Account 70","CODE010","REPORTINGUI Account 70","-69","-69","FALSE","183","68","173","110","150",,"Finance"
"0016100000PnnK0AAJ","REPORTINGUI Account 71","CODE011","REPORTINGUI Account 71","-70","-70","TRUE",,"170","81","80","162","33","Oil & Gas Exploration & Production"
"0016100000PnnK1AAJ","REPORTINGUI Account 72","CODE012","REPORTINGUI Account 72","-71","-71","FALSE","63","54","148","123","1","65","Manufacturing"
"0016100000PnnK2AAJ","REPORTINGUI Account 73","CODE013","REPORTINGUI Account 73","-72","-72","TRUE","117","141","70","125","148","83","Manufacturing"
"0016100000PnnK3AAJ","REPORTINGUI Account 74","CODE014","REPORTINGUI Account 74","-73","-73","FALSE","151","64","147","109","123","141","Manufacturing"
"0016100000PnnK4AAJ","REPORTINGUI Account 75","CODE015","REPORTINGUI Account 75","-74","-74","TRUE","18",,"48","81","86","139","Government"
"0016100000PnnK5AAJ","REPORTINGUI Account 76","CODE001","REPORTINGUI Account 76","-75","-75","FALSE","133","63","104","31","77","143","Service"
"0016100000PnnK6AAJ","REPORTINGUI Account 77","CODE002","REPORTINGUI Account 77","-76","-76",,"178","76","167",,"187","183","Healthcare"
"0016100000PnnK7AAJ","REPORTINGUI Account 78","CODE003","REPORTINGUI Account 78","-77","-77","FALSE","60","40","149","48","32","177","Manufacturing"
"0016100000PnnK8AAJ","REPORTINGUI Account 79","CODE004","REPORTINGUI Account 79","-78","-78","TRUE","63","13",,"109","64","174",
"0016100000PnnK9AAJ","REPORTINGUI Account 80",,"REPORTINGUI Account 80","-79","-79","FALSE","21","97","8","180","196","1","Manufacturing"
"0016100000PnnKAAAZ","REPORTINGUI Account 81","CODE006","REPORTINGUI Account 81","-80","-80","TRUE","12","89","6","175","101","151","Hospitality"
"0016100000PnnKBAAZ","REPORTINGUI Account 82","CODE007","REPORTINGUI Account 82","-81","-81","FALSE","99","116","152","59","190","117","Consulting"
"0016100000PnnKCAAZ","REPORTINGUI Account 83","CODE008","REPORTINGUI Account 83","-82","-82","FALSE","22","136","184","36","91","61","Telecommunications"
"0016100000PnnKDAAZ","REPORTINGUI Account 84","CODE009","REPORTINGUI Account 84","-83","-83","TRUE","57","192","33","142","40",,"Hospitality"
"0016100000PnnKEAAZ","REPORTINGUI Account 85","CODE010","REPORTINGUI Account 85","-84","-84","FALSE","200","169","37","168","9","70","Manufacturing"
"0016100000PnnKFAAZ","REPORTINGUI Account 86","CODE011","REPORTINGUI Account 86","-85","-85","TRUE","19","13","199","15","174","139","Construction"
"0016100000PnnKGAAZ","REPORTINGUI Account 87","CODE012","REPORTINGUI Account 87","-86","-86","FALSE","172","54","117","55","6","99","Telecommunications"
"0016100000PnnKHAAZ","REPORTINGUI Account 88","CODE013","REPORTINGUI Account 88","-87","-87","TRUE","105","91","143","64","165","149","Healthcare"
"0016100000PnnKIAAZ","REPORTINGUI Account 89","CODE014","REPORTINGUI Account 89","-88","-88","FALSE","15","10","179","164","172","55","Manufacturing"
"0016100000PnnKJAAZ","REPORTINGUI Account 90","CODE015","REPORTINGUI Account 90","-89","-89","TRUE","163","113","170","35","196","104","Manufacturing"
"0016100000PnnKKAAZ","REPORTINGUI Account 91","CODE001","REPORTINGUI Account 91","-90","-90","FALSE","123","69","92","131","133","29","Construction"
"0016100000PnnKLAAZ","REPORTINGUI Account 92","CODE002","REPORTINGUI Account 92","-91","-91","TRUE","76","17","36","58",,"113","Bakery Products"
"0016100000PnnKMAAZ","REPORTINGUI Account 93","CODE003","REPORTINGUI Account 93","-92","-92","FALSE","53",,"200","184","146","88","Technology"
"0016100000PnnKNAAZ","REPORTINGUI Account 94","CODE004","REPORTINGUI Account 94","-93","-93","TRUE","80","174","143","170","165","120",
"0016100000PnnKOAAZ","REPORTINGUI Account 95","CODE005","REPORTINGUI Account 95","-94","-94","FALSE","66","48","165","32","157","48","Technology"
"0016100000PnnKPAAZ","REPORTINGUI Account 96","CODE006","REPORTINGUI Account 96","-95","-95","TRUE","64","158","143","200","42","32","Transportation"
"0016100000PnnKQAAZ","REPORTINGUI Account 97","CODE007","REPORTINGUI Account 97",,"-96","FALSE","120","177","157","130","13","64","Manufacturing"
"0016100000PnnKRAAZ","REPORTINGUI Account 98","CODE008","REPORTINGUI Account 98","-97","-97","TRUE","11","7","42","151","191","80","Consulting"
"0016100000PnnKSAAZ","REPORTINGUI Account 99","CODE009","REPORTINGUI Account 99","-98","-98","FALSE","116","49","106","71","138","180","Software & Programming"
"0016100000PnnKTAAZ","REPORTINGUI Account 100","CODE010","REPORTINGUI Account 100","-99","-99","TRUE",,"152","152","53","127",,
"0016100000PnnKUAAZ","REPORTINGUI Account 101","CODE011","REPORTINGUI Account 101","-100","-100","FALSE","63","24","199","104","2","64","Food & Beverage"
"0016100000PnnKVAAZ","REPORTINGUI Account 102","CODE012","REPORTINGUI Account 102","-101","-101","FALSE","154","3","75","109","169","3","Service"
"0016100000PnnKWAAZ","REPORTINGUI Account 103","CODE013","REPORTINGUI Account 103","-102","-102","TRUE","61","38",,"27","175","82","Service"
"0016100000PnnKXAAZ","REPORTINGUI Account 104",,"REPORTINGUI Account 104","-103","-103","FALSE","193","88","180","13","133","128","Medical Devices"
"0016100000PnnKYAAZ","REPORTINGUI Account 105","CODE015","REPORTINGUI Account 105","-104",,"TRUE","61","120","39","166","48","156","Service"
"0016100000PnnKZAAZ","REPORTINGUI Account 106","CODE001","REPORTINGUI Account 106","-105","-105","FALSE","2","23","53","165",,"112","Biotechnology"
"0016100000PnnKaAAJ","REPORTINGUI Account 107","CODE002","REPORTINGUI Account 107","-106","-106","TRUE","14","173","99","170","117","180","Finance"
"0016100000PnnKbAAJ","REPORTINGUI Account 108","CODE003","REPORTINGUI Account 108","-107","-107","FALSE","33","109","74","164","108","164","Hospitality"
"0016100000PnnKcAAJ","REPORTINGUI Account 109","CODE004","REPORTINGUI Account 109","-108","-108","TRUE","58","28","180","49","108","71","Healthcare"
"0016100000PnnKdAAJ","REPORTINGUI Account 110","CODE005","REPORTINGUI Account 110","-109","-109","FALSE","60","142","108","190","60","167","Technology"
"0016100000PnnKeAAJ","REPORTINGUI Account 111","CODE006","REPORTINGUI Account 111","-110","-110","TRUE","58","185","144","79","145","114","Service"
"0016100000PnnKfAAJ","REPORTINGUI Account 112","CODE007","REPORTINGUI Account 112","-111","-111","FALSE",,"121","161","167","61","99","Government"
"0016100000PnnKgAAJ","REPORTINGUI Account 113","CODE008","REPORTINGUI Account 113","-112","-112","TRUE","49","158","13","103","80","115","Energy"
"0016100000PnnKhAAJ","REPORTINGUI Account 114","CODE009","REPORTINGUI Account 114","-113","-113","FALSE","31","150","91","28","36","72","Energy"
"0016100000PnnKiAAJ","REPORTINGUI Account 115","CODE010","REPORTINGUI Account 115","-114","-114","TRUE","198","132","55","150","106","100","Energy"
"0016100000PnnKjAAJ","REPORTINGUI Account 116","CODE011","REPORTINGUI Account 116","-115","-115","FALSE","110","112","125","52",,"83","Education"
"0016100000PnnKkAAJ","REPORTINGUI Account 117","CODE012","REPORTINGUI Account 117","-116","-116","TRUE","124","149",,"197","39","187","Non-profit"
"0016100000PnnKlAAJ","REPORTINGUI Account 118","CODE013","REPORTINGUI Account 118","-117","-117","FALSE","187","113","162","102","161","11","Telecommunications"
"0016100000PnnKmAAJ","REPORTINGUI Account 119","CODE014","REPORTINGUI Account 119","-118","-118","TRUE","112","38","97","106","140","59","Non-profit"
"0016100000PnnKnAAJ","REPORTINGUI Account 120","CODE015","REPORTINGUI Account 120","-119","-119","FALSE","35","177","130","46","158","27","Technology"
"0016100000PnnKoAAJ","REPORTINGUI Account 121","CODE001","REPORTINGUI Account 121","-120","-120","FALSE","148","190","162","55","146","169","Retail"
"0016100000PnnKpAAJ","REPORTINGUI Account 122","CODE002","REPORTINGUI Account 122","-121","-121",,"7","87","65","76","110","192","Technology"
"0016100000PnnKqAAJ","REPORTINGUI Account 123","CODE003","REPORTINGUI Account 123","-122","-122","FALSE","2","114","89","195","171",,"Service"
"0016100000PnnKrAAJ","REPORTINGUI Account 124","CODE004","REPORTINGUI Account 124","-123","-123","TRUE","106","150","80","109","13","121","Manufacturing"
"0016100000PnnKsAAJ","REPORTINGUI Account 125","CODE005","REPORTINGUI Account 125","-124",,"FALSE","9","163","30","146","34","32","Others"
"0016100000PnnKtAAJ","REPORTINGUI Account 126","CODE006","REPORTINGUI Account 126","-125","-125","TRUE","200","90","200","93","109","176","Technology"
"0016100000PnnKuAAJ","REPORTINGUI Account 127","CODE007","REPORTINGUI Account 127","-126","-126","FALSE","49","61","10","185","103","177","Others"
"0016100000PnnKvAAJ","REPORTINGUI Account 128","CODE008","REPORTINGUI Account 128","-127","-127","TRUE","115","140","117","92","195","168","Manufacturing"
"0016100000PnnKwAAJ","REPORTINGUI Account 129","CODE009","REPORTINGUI Account 129","-128","-128","FALSE","103","131","125","10","130","58","Manufacturing"
"0016100000PnnKxAAJ","REPORTINGUI Account 130","CODE010","REPORTINGUI Account 130","-129","-129","TRUE",,"35","168","82","166","172","Manufacturing"
"0016100000PnnKyAAJ","REPORTINGUI Account 131","CODE011","REPORTINGUI Account 131","-130","-130","FALSE","163","154","116","55","198","94","Distribution"
"0016100000PnnKzAAJ","REPORTINGUI Account 132","CODE012","REPORTINGUI Account 132","-131","-131","TRUE","131","83","53","20","130","152","Oil & Gas & Energy"
"0016100000PnnL0AAJ","REPORTINGUI Account 133","CODE013","REPORTINGUI Account 133","-132","-132",,"178","47","102","134","20","191","Technology"
"0016100000PnnL1AAJ","REPORTINGUI Account 134","CODE014","REPORTINGUI Account 134","-133","-133","TRUE","5","114","121","33","124","157","Others"
"0016100000PnnL2AAJ","REPORTINGUI Account 135","CODE015","REPORTINGUI Account 135","-134","-134","FALSE","136","9","68","79",,"139","Manufacturing"
"0016100000PnnL3AAJ","REPORTINGUI Account 136","CODE001","REPORTINGUI Account 136","-135","-135","TRUE","194","187","45","185","145","137","Finance"
"0016100000PnnL4AAJ","REPORTINGUI Account 137","CODE002","REPORTINGUI Account 137","-136","-136","FALSE","26","2","1","70","18","35","Technology"
"0016100000PnnL5AAJ","REPORTINGUI Account 138","CODE003","REPORTINGUI Account 138","-137","-137","TRUE","191","143","188","148","6","125","Technology"
"0016100000PnnL6AAJ","REPORTINGUI Account 139","CODE004","REPORTINGUI Account 139","-138","-138","FALSE","104","132","176","2","156","46","Healthcare"
"0016100000PnnL7AAJ","REPORTINGUI Account 140","CODE005","REPORTINGUI Account 140",,"-139","FALSE","138","199","10","170","113","4","Chemicals"
"0016100000PnnL8AAJ","REPORTINGUI Account 141","CODE006","REPORTINGUI Account 141","-140","-140","TRUE","120","98","178","99","134",,"Apparel"
"0016100000PnnL9AAJ","REPORTINGUI Account 142","CODE007","REPORTINGUI Account 142","-141","-141","FALSE","161","164","98","146","193","9","Medical Equipment & Supplies"
"0016100000PnnLAAAZ","REPORTINGUI Account 143","CODE008","REPORTINGUI Account 143","-142","-142","TRUE","194","152","56","17","79","85","Manufacturing"
"0016100000PnnLBAAZ","REPORTINGUI Account 144","CODE009","REPORTINGUI Account 144","-143","-143","FALSE","37","169","75","80","88","2","Healthcare"
"0016100000PnnLCAAZ","REPORTINGUI Account 145","CODE010","REPORTINGUI Account 145","-144","-144","TRUE","119","64","111","140","112","97","Retail"
"0016100000PnnLDAAZ","REPORTINGUI Account 146","CODE011","REPORTINGUI Account 146","-145","-145","FALSE","180","1","80","58","167","75","Energy"
"0016100000PnnLEAAZ","REPORTINGUI Account 147","CODE012","REPORTINGUI Account 147","-146","-146","TRUE","86","28","200","28","133","28","Manufacturing"
"0016100000PnnLFAAZ","REPORTINGUI Account 148","CODE013","REPORTINGUI Account 148","-147","-147","FALSE","174","23","160","106","126","160","Technology"
"0016100000PnnLGAAZ","REPORTINGUI Account 149","CODE014","REPORTINGUI Account 149","-148","-148","TRUE","99","91","161","200","40","110","Chemicals"
"0016100000PnnLHAAZ","REPORTINGUI Account 150","CODE015","REPORTINGUI Account 150","-149","-149","FALSE","138","76","166","174","75","54","Manufacturing"
"0016100000PnnLIAAZ","REPORTINGUI Account 151","CODE001","REPORTINGUI Account 151","-150","-150","TRUE","168","151","156","119","82","198","Finance"
"0016100000PnnLJAAZ","REPORTINGUI Account 152","CODE002","REPORTINGUI Account 152","-151","-151","FALSE","45","45","13","94","153","1","Consulting"
"0016100000PnnLKAAZ","REPORTINGUI Account 153","CODE003","REPORTINGUI Account 153","-152","-152","TRUE","59","9","3","72",,"149","Government"
"0016100000PnnLLAAZ","REPORTINGUI Account 154","CODE004","REPORTINGUI Account 154","-153","-153",,"199","183","172","70","164","90","Manufacturing"
"0016100000PnnLMAAZ","REPORTINGUI Account 155","CODE005","REPORTINGUI Account 155","-154","-154","TRUE","194","15","30","102","52","109","Shipping"
"0016100000PnnLNAAZ","REPORTINGUI Account 156","CODE006","REPORTINGUI Account 156","-155","-155","FALSE","76","168","170","47","147","120","Food & Beverage"
"0016100000PnnLOAAZ","REPORTINGUI Account 157","CODE007","REPORTINGUI Account 157",,"-156","TRUE","161","93","10","179","162","4","Healthcare"
"0016100000PnnLPAAZ","REPORTINGUI Account 158","CODE008","REPORTINGUI Account 158","-157","-157","FALSE","28","112","65","2","6","77","Electronics"
"0016100000PnnLQAAZ","REPORTINGUI Account 159","CODE009","REPORTINGUI Account 159","-158","-158","FALSE","144","182","192","78","90","83","Transportation"
"0016100000PnnLRAAZ","REPORTINGUI Account 160","CODE010","REPORTINGUI Account 160","-159","-159","TRUE","178","164","160","36","3","177","Apparel"
"0016100000PnnLSAAZ","REPORTINGUI Account 161","CODE011","REPORTINGUI Account 161","-160",,"FALSE","27","197","113","55","199","200","Service"
"0016100000PnnLTAAZ","REPORTINGUI Account 162","CODE012","REPORTINGUI Account 162","-161","-161","TRUE","86",,"33","167","96",,"Television Cable, & Broadcast Network"
"0016100000PnnLUAAZ","REPORTINGUI Account 163","CODE013","REPORTINGUI Account 163","-162","-162","FALSE","181","17","96","73","159","27","Finance"
"0016100000PnnLVAAZ","REPORTINGUI Account 164","CODE014","REPORTINGUI Account 164","-163","-163","TRUE","19","48","48","39","61","138","Manufacturing"
"0016100000PnnLWAAZ","REPORTINGUI Account 165","CODE015","REPORTINGUI Account 165","-164","-164","FALSE","189","127","14","179","100","93","Manufacturing"
"0016100000PnnLXAAZ","REPORTINGUI Account 166","CODE001","REPORTINGUI Account 166","-165","-165","TRUE","109","178","124","134","27","116","Chemicals"
"0016100000PnnLYAAZ","REPORTINGUI Account 167","CODE002","REPORTINGUI Account 167","-166","-166",,"16","114","125","86","108","55","Government"
"0016100000PnnLZAAZ","REPORTINGUI Account 168","CODE003","REPORTINGUI Account 168","-167","-167","TRUE",,"190","14","193",,"41","Machinery"
"0016100000PnnLaAAJ","REPORTINGUI Account 169","CODE004","REPORTINGUI Account 169","-168","-168","FALSE","185","141","69","52","162","93","Manufacturing"
"0016100000PnnLbAAJ","REPORTINGUI Account 170","CODE005","REPORTINGUI Account 170","-169","-169","TRUE","61","154","189","150","118","155","Biotechnology"
"0016100000PnnLcAAJ","REPORTINGUI Account 171","CODE006","REPORTINGUI Account 171","-170","-170","FALSE","162","103","129","21","191","66","Hospitality"
"0016100000PnnLdAAJ","REPORTINGUI Account 172","CODE007","REPORTINGUI Account 172","-171","-171","TRUE","119","28","71","170","31","18","Education"
"0016100000PnnLeAAJ","REPORTINGUI Account 173","CODE008","REPORTINGUI Account 173",,"-172","FALSE","8","84","130","11","159","177","Medical & Dental Laboratories"
"0016100000PnnLfAAJ","REPORTINGUI Account 174","CODE009","REPORTINGUI Account 174","-173","-173","TRUE","57","92","5","8","23","150","Medical Products"
"0016100000PnnLgAAJ","REPORTINGUI Account 175","CODE010","REPORTINGUI Account 175","-174","-174","FALSE","4","131","199","15","175","26","Agriculture"
"0016100000PnnLhAAJ","REPORTINGUI Account 176","CODE011","REPORTINGUI Account 176","-175","-175","TRUE","146","93","22","169","9","138","Healthcare"
"0016100000PnnLiAAJ","REPORTINGUI Account 177","CODE012","REPORTINGUI Account 177","-176","-176","FALSE","8","50","53","98","144","61","Retail"
"0016100000PnnLjAAJ","REPORTINGUI Account 178","CODE013","REPORTINGUI Account 178","-177","-177",,"168","13","85","189","70","33","Service"
"0016100000PnnLkAAJ","REPORTINGUI Account 179","CODE014","REPORTINGUI Account 179","-178","-178","TRUE","155","140","135","64","114","192","Fish & Seafood"
"0016100000PnnLlAAJ","REPORTINGUI Account 180","CODE015","REPORTINGUI Account 180","-179","-179","FALSE","78","36","156","28","66","97","Finance"
"0016100000PnnLmAAJ","REPORTINGUI Account 181","CODE001","REPORTINGUI Account 181","-180",,"TRUE","140","84","167","66","77","72","Education"
"0016100000PnnLnAAJ","REPORTINGUI Account 182","CODE002","REPORTINGUI Account 182","-181","-181","FALSE","1","109","87","173","174","180","Manufacturing"
"0016100000PnnLoAAJ","REPORTINGUI Account 183","CODE003","REPORTINGUI Account 183","-182","-182","TRUE","22","9",,"41","126","111","Food & Beverage"
