"ActiveUsers__c","AccPercentage__c","C_Number__c","C_Percent__c"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.79550102249489","-99.79550102249489","-89.77505112474438","-81.85071574642126"
"-99.79550102249489","-99.79550102249489","-89.77505112474438","-81.85071574642126"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-100.0","-100.0","-100.0","106623.48"
"-100.0","-100.0","-100.0","106623.48"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.78021978021978","-99.78021978021978","-89.01098901098901","-80.4945054945055"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.79144942648593","-99.79144942648593","-89.57247132429615","-81.49113660062565"
"-99.79144942648593","-99.79144942648593","-89.57247132429615","-81.49113660062565"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.78655282817502","-99.78655282817502","-89.32764140875133","-81.05656350053361"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"-99.77777777777777","-99.77777777777777","-88.88888888888889","-80.27777777777779"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"0.0","0.0","0.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"999999.0","999999.0","999999.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","95138.0"
"-100.0","-100.0","-100.0","95138.0"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","90644.01"
"-100.0","-100.0","-100.0","90644.01"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","106623.48"
"-100.0","-100.0","-100.0","106623.48"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","102149.39"
"-100.0","-100.0","-100.0","102149.39"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","109790.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","111011.0"
"-100.0","-100.0","-100.0","107311.28"
"-100.0","-100.0","-100.0","111011.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
"0.0","0.0","0.0","999999.0"
