JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 27,USERLEVEL,-27,User 1,5,16,75,67,223,19,159,3683,11279
Adoption Test - Account 28,USERLEVEL,-27,User 1,92,29,59,134,115,14,538,9753,13377
Adoption Test - Account 29,USERLEVEL,-27,User 1,82,10,71,136,208,19,695,7790,10209
Adoption Test - Account 30,USERLEVEL,-27,User 1,66,47,159,36,150,46,551,2114,3234
Adoption Test - Account 31,USERLEVEL,-27,User 1,62,48,191,26,170,56,190,748,577
Adoption Test - Account 32,USERLEVEL,-27,User 1,56,26,139,116,101,41,462,6865,11016
Adoption Test - Account 33,USERLEVEL,-27,User 1,68,17,51,149,200,43,281,8727,14379
Adoption Test - Account 34,USERLEVEL,-27,User 1,84,17,146,127,211,32,672,114,13787
Adoption Test - Account 35,USERLEVEL,-27,User 1,54,44,58,63,132,39,661,2331,19787
Adoption Test - Account 36,USERLEVEL,-27,User 1,28,14,141,124,238,55,499,1372,7820
Adoption Test - Account 37,USERLEVEL,-27,User 1,96,24,173,136,120,21,247,1906,11076
Adoption Test - Account 38,USERLEVEL,-27,User 1,83,35,148,107,102,3,376,496,5504
Adoption Test - Account 39,USERLEVEL,-27,User 1,42,49,186,24,213,42,762,9094,8143
Adoption Test - Account 40,USERLEVEL,-27,User 1,15,26,122,40,198,55,258,5281,5122
Adoption Test - Account 41,USERLEVEL,-27,User 1,80,17,195,38,194,17,676,3187,14793
Adoption Test - Account 42,USERLEVEL,-27,User 1,83,16,118,57,105,1,249,2796,8395
Adoption Test - Account 43,USERLEVEL,-27,User 1,78,17,84,114,147,27,732,9152,12733
Adoption Test - Account 44,USERLEVEL,-27,User 1,32,33,199,53,191,8,182,6343,7077
Adoption Test - Account 45,USERLEVEL,-27,User 1,44,35,71,43,238,42,603,9305,18491
Adoption Test - Account 46,USERLEVEL,-27,User 1,7,43,147,73,138,59,866,6791,18126
Adoption Test - Account 47,USERLEVEL,-27,User 1,8,38,56,91,193,38,187,8994,3794
Adoption Test - Account 48,USERLEVEL,-27,User 1,57,19,187,112,173,58,420,7845,10330
Adoption Test - Account 49,USERLEVEL,-27,User 1,63,30,98,40,167,8,46,6677,3199
Adoption Test - Account 50,USERLEVEL,-27,User 1,40,39,185,47,144,49,63,7451,18295
Adoption Test - Account 51,USERLEVEL,-27,User 1,17,30,73,72,101,43,15,7887,14826
Adoption Test - Account 52,USERLEVEL,-27,User 1,95,21,149,31,231,34,154,5483,17246
Adoption Test - Account 53,USERLEVEL,-27,User 1,46,36,102,79,189,54,253,7336,13281
Adoption Test - Account 54,USERLEVEL,-27,User 1,21,12,127,17,169,55,442,1404,14610
Adoption Test - Account 55,USERLEVEL,-27,User 1,9,29,74,34,220,52,726,8903,16007
Adoption Test - Account 56,USERLEVEL,-27,User 1,45,30,178,90,226,21,811,9473,8024
Adoption Test - Account 57,USERLEVEL,-27,User 1,49,13,68,143,185,10,796,6881,1492
Adoption Test - Account 58,USERLEVEL,-27,User 1,39,14,103,136,124,50,241,6493,15894
Adoption Test - Account 59,USERLEVEL,-27,User 1,49,37,111,34,241,50,723,3569,18532
Adoption Test - Account 60,USERLEVEL,-27,User 1,26,43,51,113,137,48,312,8358,14874
Adoption Test - Account 61,USERLEVEL,-27,User 1,48,15,109,118,203,24,771,9706,8350
Adoption Test - Account 62,USERLEVEL,-27,User 1,70,31,54,91,113,3,967,1469,17135
Adoption Test - Account 63,USERLEVEL,-27,User 1,15,12,190,40,240,23,918,1820,6488
Adoption Test - Account 64,USERLEVEL,-27,User 1,84,19,85,67,168,39,679,5692,13059
Adoption Test - Account 65,USERLEVEL,-27,User 1,46,49,142,90,239,44,914,9890,19056
Adoption Test - Account 66,USERLEVEL,-27,User 1,82,39,179,104,233,24,98,8913,3747
Adoption Test - Account 67,USERLEVEL,-27,User 1,79,41,154,68,160,39,935,7465,2104
Adoption Test - Account 68,USERLEVEL,-27,User 1,46,34,70,17,136,6,666,1044,6976
Adoption Test - Account 69,USERLEVEL,-27,User 1,62,40,89,28,130,5,269,7136,17970
Adoption Test - Account 70,USERLEVEL,-27,User 1,79,34,98,39,104,42,265,4067,18838
Adoption Test - Account 71,USERLEVEL,-27,User 1,11,26,157,110,112,54,589,5735,15867
Adoption Test - Account 72,USERLEVEL,-27,User 1,65,13,160,101,230,48,279,6126,8158
Adoption Test - Account 73,USERLEVEL,-27,User 1,53,13,143,21,223,13,2,4139,8238
Adoption Test - Account 74,USERLEVEL,-27,User 1,64,15,175,36,234,9,719,5872,2005
Adoption Test - Account 75,USERLEVEL,-27,User 1,85,23,131,79,186,39,553,2645,16791
Adoption Test - Account 76,USERLEVEL,-27,User 1,11,17,93,54,122,44,563,9965,3013
Adoption Test - Account 77,USERLEVEL,-27,User 1,0,30,176,43,241,1,568,7092,13240
Adoption Test - Account 78,USERLEVEL,-27,User 1,6,18,82,83,159,58,393,6284,7169
Adoption Test - Account 79,USERLEVEL,-27,User 1,77,24,180,63,196,53,699,1556,5807
Adoption Test - Account 80,USERLEVEL,-27,User 1,94,48,99,23,103,26,998,2384,870
Adoption Test - Account 81,USERLEVEL,-27,User 1,31,31,150,30,119,29,440,8584,5403
Adoption Test - Account 82,USERLEVEL,-27,User 1,0,26,173,147,124,35,679,9489,8629
Adoption Test - Account 83,USERLEVEL,-27,User 1,8,16,105,40,102,57,989,4751,4508
Adoption Test - Account 84,USERLEVEL,-27,User 1,85,27,193,83,237,3,949,9824,11064
Adoption Test - Account 85,USERLEVEL,-27,User 1,43,46,80,16,222,1,729,4826,5928
Adoption Test - Account 86,USERLEVEL,-27,User 1,62,27,168,24,231,57,468,6790,5122
Adoption Test - Account 87,USERLEVEL,-27,User 1,33,24,65,46,234,15,689,4050,10755
Adoption Test - Account 88,USERLEVEL,-27,User 1,79,11,170,34,183,21,916,3907,19281
Adoption Test - Account 89,USERLEVEL,-27,User 1,97,45,155,150,229,57,720,43,2021
Adoption Test - Account 90,USERLEVEL,-27,User 1,67,24,60,31,201,19,892,5281,11476
Adoption Test - Account 91,USERLEVEL,-27,User 1,18,20,65,63,113,30,287,4068,17130
Adoption Test - Account 92,USERLEVEL,-27,User 1,64,20,113,6,145,16,530,8615,12581
Adoption Test - Account 93,USERLEVEL,-27,User 1,5,46,191,82,137,32,507,4977,14776
Adoption Test - Account 94,USERLEVEL,-27,User 1,38,26,50,16,185,24,670,1740,7266
Adoption Test - Account 95,USERLEVEL,-27,User 1,46,32,116,37,117,29,574,293,2824
Adoption Test - Account 96,USERLEVEL,-27,User 1,19,22,70,73,120,34,797,5984,13567
Adoption Test - Account 97,USERLEVEL,-27,User 1,12,41,123,150,219,53,64,2111,19330
Adoption Test - Account 98,USERLEVEL,-27,User 1,21,21,152,95,208,9,41,3664,4971
Adoption Test - Account 99,USERLEVEL,-27,User 1,76,27,79,29,120,37,160,6866,8242
Adoption Test - Account 100,USERLEVEL,-27,User 1,51,38,117,129,247,20,113,2023,6776
Adoption Test - Account 101,USERLEVEL,-27,User 1,15,35,192,135,211,53,220,9307,5265
Adoption Test - Account 102,USERLEVEL,-27,User 1,84,37,71,35,117,29,582,8249,12509
Adoption Test - Account 103,USERLEVEL,-27,User 1,40,23,54,111,225,28,256,137,12368
Adoption Test - Account 104,USERLEVEL,-27,User 1,11,41,130,71,218,42,76,8429,10550
Adoption Test - Account 105,USERLEVEL,-27,User 1,97,22,116,2,157,20,375,8915,1095
Adoption Test - Account 106,USERLEVEL,-27,User 1,84,21,97,9,159,19,974,7574,11666
Adoption Test - Account 107,USERLEVEL,-27,User 1,55,34,127,45,120,47,73,7295,18100
Adoption Test - Account 108,USERLEVEL,-27,User 1,21,37,71,85,122,7,837,2604,10136
Adoption Test - Account 109,USERLEVEL,-27,User 1,27,24,128,121,120,19,408,1133,3813
Adoption Test - Account 110,USERLEVEL,-27,User 1,44,34,105,87,191,1,811,1791,13752
Adoption Test - Account 111,USERLEVEL,-27,User 1,31,38,129,47,101,9,621,2948,1687
Adoption Test - Account 112,USERLEVEL,-27,User 1,74,44,52,68,112,44,441,8814,12229
Adoption Test - Account 113,USERLEVEL,-27,User 1,28,36,118,125,244,15,88,1408,1658
Adoption Test - Account 114,USERLEVEL,-27,User 1,58,28,135,54,227,57,441,6802,4424
Adoption Test - Account 115,USERLEVEL,-27,User 1,61,47,195,125,223,6,701,9468,9206
Adoption Test - Account 116,USERLEVEL,-27,User 1,87,46,63,128,163,3,795,8048,18279
Adoption Test - Account 117,USERLEVEL,-27,User 1,30,36,51,123,207,60,201,4030,1428
Adoption Test - Account 118,USERLEVEL,-27,User 1,34,50,50,41,106,49,286,7857,19219
Adoption Test - Account 1,USERLEVEL,-26,User 1,96,23,171,63,152,57,878,4392,8403
Adoption Test - Account 2,USERLEVEL,-26,User 1,70,26,147,129,128,37,155,8151,16312
Adoption Test - Account 3,USERLEVEL,-26,User 1,88,34,119,114,235,8,71,8986,988
Adoption Test - Account 4,USERLEVEL,-26,User 1,36,21,129,6,212,6,582,6059,4489
Adoption Test - Account 5,USERLEVEL,-26,User 1,76,41,73,23,145,57,178,6695,19129
Adoption Test - Account 6,USERLEVEL,-26,User 1,58,36,119,98,145,9,138,1943,614
Adoption Test - Account 7,USERLEVEL,-26,User 1,14,22,103,41,172,35,232,4757,9159
Adoption Test - Account 8,USERLEVEL,-26,User 1,45,17,183,68,230,33,890,5922,10980
Adoption Test - Account 9,USERLEVEL,-26,User 1,94,33,84,140,225,7,697,112,7880
Adoption Test - Account 10,USERLEVEL,-26,User 1,69,16,60,24,176,28,117,2552,8755
Adoption Test - Account 11,USERLEVEL,-26,User 1,65,40,181,50,151,15,593,1986,19355
Adoption Test - Account 12,USERLEVEL,-26,User 1,81,26,191,61,132,57,434,261,4085
Adoption Test - Account 13,USERLEVEL,-26,User 1,42,35,60,140,203,45,158,7671,5700
Adoption Test - Account 14,USERLEVEL,-26,User 1,98,27,149,69,134,23,313,8953,16605
Adoption Test - Account 15,USERLEVEL,-26,User 1,4,22,190,26,180,24,117,5949,11590
Adoption Test - Account 16,USERLEVEL,-26,User 1,6,39,53,76,181,31,624,1132,19481
Adoption Test - Account 17,USERLEVEL,-26,User 1,93,23,115,52,208,44,997,2220,16159
Adoption Test - Account 18,USERLEVEL,-26,User 1,47,46,158,81,147,8,868,5475,7083
Adoption Test - Account 19,USERLEVEL,-26,User 1,92,34,156,142,155,7,735,274,12431
Adoption Test - Account 20,USERLEVEL,-26,User 1,28,46,50,31,199,8,166,9135,18159
Adoption Test - Account 21,USERLEVEL,-26,User 1,1,30,56,123,221,41,79,9471,15293
Adoption Test - Account 22,USERLEVEL,-26,User 1,89,32,106,72,227,5,972,9602,13815
Adoption Test - Account 23,USERLEVEL,-26,User 1,5,42,145,85,219,56,269,3292,8707
Adoption Test - Account 24,USERLEVEL,-26,User 1,40,43,140,35,190,6,286,9523,632
Adoption Test - Account 25,USERLEVEL,-26,User 1,95,17,191,0,159,28,895,2250,900
Adoption Test - Account 26,USERLEVEL,-26,User 1,9,48,171,22,133,44,275,8013,5673
Adoption Test - Account 27,USERLEVEL,-26,User 1,59,33,170,45,177,19,744,3163,18137
Adoption Test - Account 28,USERLEVEL,-26,User 1,20,37,61,72,212,15,543,2906,11538
Adoption Test - Account 29,USERLEVEL,-26,User 1,92,42,131,77,246,8,183,2321,5825
Adoption Test - Account 30,USERLEVEL,-26,User 1,92,25,163,20,149,34,322,8724,16924
Adoption Test - Account 31,USERLEVEL,-26,User 1,52,48,75,103,113,17,954,7541,625
Adoption Test - Account 32,USERLEVEL,-26,User 1,35,38,75,105,102,40,82,6236,19920
Adoption Test - Account 33,USERLEVEL,-26,User 1,5,33,166,127,225,25,754,3689,8157
Adoption Test - Account 34,USERLEVEL,-26,User 1,38,28,70,63,101,6,113,6509,1829
Adoption Test - Account 35,USERLEVEL,-26,User 1,77,49,147,77,185,49,662,7665,13817
Adoption Test - Account 36,USERLEVEL,-26,User 1,39,41,160,104,216,21,341,4830,4789
Adoption Test - Account 37,USERLEVEL,-26,User 1,90,26,134,81,125,2,167,7198,3982
Adoption Test - Account 38,USERLEVEL,-26,User 1,75,37,138,101,242,7,192,3950,3583
Adoption Test - Account 39,USERLEVEL,-26,User 1,34,34,105,117,105,53,325,1838,8145
Adoption Test - Account 40,USERLEVEL,-26,User 1,51,18,117,7,100,59,945,7952,5576
Adoption Test - Account 41,USERLEVEL,-26,User 1,78,36,121,134,195,35,1,1953,8247
Adoption Test - Account 42,USERLEVEL,-26,User 1,73,46,56,11,106,24,372,5248,9832
Adoption Test - Account 43,USERLEVEL,-26,User 1,10,46,119,139,176,57,614,5169,19547
Adoption Test - Account 44,USERLEVEL,-26,User 1,64,37,103,103,169,54,878,8695,6907
Adoption Test - Account 45,USERLEVEL,-26,User 1,65,19,82,134,156,46,685,6387,1906
Adoption Test - Account 46,USERLEVEL,-26,User 1,68,33,138,97,205,52,553,7253,2661
Adoption Test - Account 47,USERLEVEL,-26,User 1,22,25,123,119,173,49,598,4558,11451
Adoption Test - Account 48,USERLEVEL,-26,User 1,15,43,112,30,214,49,883,922,7189
Adoption Test - Account 49,USERLEVEL,-26,User 1,92,50,93,77,134,45,665,1038,10797
Adoption Test - Account 50,USERLEVEL,-26,User 1,13,22,160,48,221,26,260,5455,4905
Adoption Test - Account 51,USERLEVEL,-26,User 1,89,46,180,40,123,8,380,7889,14217
Adoption Test - Account 52,USERLEVEL,-26,User 1,60,26,175,103,230,1,489,6371,17711
Adoption Test - Account 53,USERLEVEL,-26,User 1,87,42,112,12,125,23,369,7367,12122
Adoption Test - Account 54,USERLEVEL,-26,User 1,79,10,71,12,184,6,413,3111,15118
Adoption Test - Account 55,USERLEVEL,-26,User 1,10,13,62,100,221,3,734,3983,11593
Adoption Test - Account 56,USERLEVEL,-26,User 1,65,41,145,48,202,10,818,9364,16236
Adoption Test - Account 57,USERLEVEL,-26,User 1,73,34,111,139,154,6,126,9328,13718
Adoption Test - Account 58,USERLEVEL,-26,User 1,5,49,157,148,104,27,166,7951,17282
Adoption Test - Account 59,USERLEVEL,-26,User 1,3,18,73,76,188,54,699,4742,5163
Adoption Test - Account 60,USERLEVEL,-26,User 1,98,32,127,107,106,14,758,6814,17839
Adoption Test - Account 61,USERLEVEL,-26,User 1,24,35,147,34,150,30,786,489,18348
Adoption Test - Account 62,USERLEVEL,-26,User 1,74,24,198,40,147,34,483,49,13891
Adoption Test - Account 63,USERLEVEL,-26,User 1,6,23,95,81,183,31,146,7845,10176
Adoption Test - Account 64,USERLEVEL,-26,User 1,15,24,99,67,204,5,900,7424,6599
Adoption Test - Account 65,USERLEVEL,-26,User 1,83,48,155,122,216,41,913,8901,18828
Adoption Test - Account 66,USERLEVEL,-26,User 1,46,34,183,108,133,47,863,952,14453
Adoption Test - Account 67,USERLEVEL,-26,User 1,27,12,130,84,106,11,357,9837,4998
Adoption Test - Account 68,USERLEVEL,-26,User 1,36,32,136,113,244,16,664,2667,9770
Adoption Test - Account 69,USERLEVEL,-26,User 1,34,44,163,107,175,3,794,3589,5510
Adoption Test - Account 70,USERLEVEL,-26,User 1,57,14,161,66,238,56,579,244,19877
Adoption Test - Account 71,USERLEVEL,-26,User 1,35,37,164,88,153,41,389,283,15581
Adoption Test - Account 72,USERLEVEL,-26,User 1,60,24,132,149,123,58,709,3335,4235
Adoption Test - Account 73,USERLEVEL,-26,User 1,96,17,177,115,226,58,98,3691,15259
Adoption Test - Account 74,USERLEVEL,-26,User 1,21,27,116,142,204,43,502,6539,8077
Adoption Test - Account 75,USERLEVEL,-26,User 1,49,26,119,105,176,17,382,3044,18613
Adoption Test - Account 76,USERLEVEL,-26,User 1,41,16,185,126,193,59,996,7382,7233
Adoption Test - Account 77,USERLEVEL,-26,User 1,36,29,56,137,206,8,220,2184,16633
Adoption Test - Account 78,USERLEVEL,-26,User 1,75,22,58,88,196,54,64,1038,6213
Adoption Test - Account 79,USERLEVEL,-26,User 1,20,31,108,93,112,40,952,3343,13897
Adoption Test - Account 80,USERLEVEL,-26,User 1,94,37,109,140,240,38,305,5631,19671
Adoption Test - Account 81,USERLEVEL,-26,User 1,71,18,96,42,211,50,400,8583,19418
Adoption Test - Account 82,USERLEVEL,-26,User 1,39,20,121,17,234,22,752,7662,17861
Adoption Test - Account 83,USERLEVEL,-26,User 1,54,23,81,42,156,6,360,1191,11924
Adoption Test - Account 84,USERLEVEL,-26,User 1,39,16,158,93,201,51,564,5368,8124
Adoption Test - Account 85,USERLEVEL,-26,User 1,91,31,123,74,217,28,42,7659,16443
Adoption Test - Account 86,USERLEVEL,-26,User 1,92,42,88,42,202,17,286,2642,3508
Adoption Test - Account 87,USERLEVEL,-26,User 1,34,30,85,114,246,49,752,6031,4976
Adoption Test - Account 88,USERLEVEL,-26,User 1,73,49,99,87,123,28,392,9638,3940
Adoption Test - Account 89,USERLEVEL,-26,User 1,35,40,56,62,124,30,230,7221,13560
Adoption Test - Account 90,USERLEVEL,-26,User 1,34,40,77,78,137,33,92,8487,3670
Adoption Test - Account 91,USERLEVEL,-26,User 1,52,14,81,75,111,12,495,3353,17641
Adoption Test - Account 92,USERLEVEL,-26,User 1,76,11,70,67,176,12,756,4204,12420
Adoption Test - Account 93,USERLEVEL,-26,User 1,4,28,178,2,103,41,606,5282,1391
Adoption Test - Account 94,USERLEVEL,-26,User 1,7,22,92,99,155,50,767,8906,1901
Adoption Test - Account 95,USERLEVEL,-26,User 1,21,45,109,105,158,29,265,5120,246
Adoption Test - Account 96,USERLEVEL,-26,User 1,38,23,104,7,126,46,965,5852,5839
Adoption Test - Account 97,USERLEVEL,-26,User 1,16,37,173,39,148,36,474,9626,16926
Adoption Test - Account 98,USERLEVEL,-26,User 1,88,38,198,137,159,50,430,6811,12003
Adoption Test - Account 99,USERLEVEL,-26,User 1,61,30,176,35,124,12,722,945,17672
Adoption Test - Account 100,USERLEVEL,-26,User 1,3,37,52,135,248,60,272,5703,13659
Adoption Test - Account 101,USERLEVEL,-26,User 1,43,12,145,102,157,27,772,623,7604
Adoption Test - Account 102,USERLEVEL,-26,User 1,39,37,66,122,219,32,464,6477,8149
Adoption Test - Account 103,USERLEVEL,-26,User 1,28,37,113,79,160,10,574,4301,1482
Adoption Test - Account 104,USERLEVEL,-26,User 1,41,18,154,85,142,53,325,5259,17479
Adoption Test - Account 105,USERLEVEL,-26,User 1,13,21,141,81,141,6,323,3774,6781
Adoption Test - Account 106,USERLEVEL,-26,User 1,37,17,145,137,119,31,15,7146,9664
Adoption Test - Account 107,USERLEVEL,-26,User 1,100,50,137,145,178,25,41,6341,16827
Adoption Test - Account 108,USERLEVEL,-26,User 1,48,23,158,103,156,5,15,8255,7281
Adoption Test - Account 109,USERLEVEL,-26,User 1,48,32,73,72,189,2,379,9266,14756
Adoption Test - Account 110,USERLEVEL,-26,User 1,86,29,163,115,164,55,820,5564,12866
Adoption Test - Account 111,USERLEVEL,-26,User 1,45,42,89,110,115,14,644,5050,11263
Adoption Test - Account 112,USERLEVEL,-26,User 1,14,11,125,99,176,43,297,6248,4247
Adoption Test - Account 113,USERLEVEL,-26,User 1,92,36,94,0,104,35,505,1108,14589
Adoption Test - Account 114,USERLEVEL,-26,User 1,76,19,184,73,225,20,881,2014,8950
Adoption Test - Account 115,USERLEVEL,-26,User 1,17,24,52,65,205,9,160,9500,190
Adoption Test - Account 116,USERLEVEL,-26,User 1,9,22,70,79,137,59,277,601,4023
Adoption Test - Account 117,USERLEVEL,-26,User 1,71,40,129,143,162,1,429,4273,3997
Adoption Test - Account 118,USERLEVEL,-26,User 1,23,35,68,84,182,8,820,543,5940
Adoption Test - Account 1,USERLEVEL,-25,User 1,23,38,50,54,127,2,216,8392,18400
Adoption Test - Account 2,USERLEVEL,-25,User 1,46,17,174,35,112,6,451,4153,13414
Adoption Test - Account 3,USERLEVEL,-25,User 1,55,15,94,91,213,58,486,645,4555
Adoption Test - Account 4,USERLEVEL,-25,User 1,37,48,93,44,119,51,391,7144,13318
Adoption Test - Account 5,USERLEVEL,-25,User 1,38,38,143,6,130,36,28,4226,17032
Adoption Test - Account 6,USERLEVEL,-25,User 1,31,49,136,34,120,58,888,2576,7225
Adoption Test - Account 7,USERLEVEL,-25,User 1,80,47,125,12,166,22,988,1582,3758
Adoption Test - Account 8,USERLEVEL,-25,User 1,47,20,85,134,230,52,676,2759,9320
Adoption Test - Account 9,USERLEVEL,-25,User 1,44,27,123,65,196,57,36,6151,16849
Adoption Test - Account 10,USERLEVEL,-25,User 1,74,28,111,39,235,55,780,2031,3444
Adoption Test - Account 11,USERLEVEL,-25,User 1,28,14,132,13,138,46,445,9474,4321
Adoption Test - Account 12,USERLEVEL,-25,User 1,83,46,68,17,138,36,799,924,7521
Adoption Test - Account 13,USERLEVEL,-25,User 1,27,16,54,76,194,52,325,1118,7185
Adoption Test - Account 14,USERLEVEL,-25,User 1,74,17,150,16,151,2,957,2254,13481
Adoption Test - Account 15,USERLEVEL,-25,User 1,48,12,79,67,234,30,378,8897,5991
Adoption Test - Account 16,USERLEVEL,-25,User 1,42,21,70,95,166,41,848,3729,13082
Adoption Test - Account 17,USERLEVEL,-25,User 1,16,41,134,81,153,14,607,5233,1907
Adoption Test - Account 18,USERLEVEL,-25,User 1,85,19,112,6,246,49,120,4388,12310
Adoption Test - Account 19,USERLEVEL,-25,User 1,39,45,171,125,228,28,313,3275,15193
Adoption Test - Account 20,USERLEVEL,-25,User 1,32,49,193,88,231,58,181,2203,14447
Adoption Test - Account 21,USERLEVEL,-25,User 1,39,46,124,51,224,3,700,6351,17621
Adoption Test - Account 22,USERLEVEL,-25,User 1,65,34,78,4,237,40,548,6634,278
Adoption Test - Account 23,USERLEVEL,-25,User 1,45,35,138,38,219,33,992,7027,14875
Adoption Test - Account 24,USERLEVEL,-25,User 1,23,13,190,40,230,3,91,9107,17996
Adoption Test - Account 25,USERLEVEL,-25,User 1,97,32,131,52,195,54,234,5837,2446
Adoption Test - Account 26,USERLEVEL,-25,User 1,25,42,70,111,170,31,604,2654,13511
Adoption Test - Account 27,USERLEVEL,-25,User 1,5,35,156,9,141,50,20,415,2655
Adoption Test - Account 28,USERLEVEL,-25,User 1,65,15,89,74,204,31,320,6346,11920
Adoption Test - Account 29,USERLEVEL,-25,User 1,27,48,55,46,225,32,809,8506,10242
Adoption Test - Account 30,USERLEVEL,-25,User 1,88,45,199,129,184,5,614,5553,6161
Adoption Test - Account 31,USERLEVEL,-25,User 1,90,14,137,90,213,27,129,9583,11087
Adoption Test - Account 32,USERLEVEL,-25,User 1,99,12,174,65,106,48,892,3299,15404
Adoption Test - Account 33,USERLEVEL,-25,User 1,27,11,84,144,145,36,209,7174,2203
Adoption Test - Account 34,USERLEVEL,-25,User 1,83,10,147,8,181,17,105,3322,18781
Adoption Test - Account 35,USERLEVEL,-25,User 1,86,44,119,0,220,47,964,1076,16477
Adoption Test - Account 36,USERLEVEL,-25,User 1,61,15,166,106,130,40,482,1527,18713
Adoption Test - Account 37,USERLEVEL,-25,User 1,34,24,155,8,171,48,379,6855,9845
Adoption Test - Account 38,USERLEVEL,-25,User 1,54,32,81,125,250,54,57,4849,4177
Adoption Test - Account 39,USERLEVEL,-25,User 1,77,35,157,15,220,27,759,7909,9725
Adoption Test - Account 40,USERLEVEL,-25,User 1,81,10,195,118,159,6,91,5500,15395
Adoption Test - Account 41,USERLEVEL,-25,User 1,63,21,130,34,118,10,510,1595,5562
Adoption Test - Account 42,USERLEVEL,-25,User 1,90,31,181,75,168,59,655,91,16067
Adoption Test - Account 43,USERLEVEL,-25,User 1,0,23,58,98,246,41,322,4288,16505
Adoption Test - Account 44,USERLEVEL,-25,User 1,98,45,197,64,123,58,762,5001,6280
Adoption Test - Account 45,USERLEVEL,-25,User 1,63,48,200,10,217,15,277,2453,15513
Adoption Test - Account 46,USERLEVEL,-25,User 1,61,23,149,37,111,19,782,9695,13519
Adoption Test - Account 47,USERLEVEL,-25,User 1,67,47,142,101,152,14,624,7948,142
Adoption Test - Account 48,USERLEVEL,-25,User 1,19,39,158,145,155,25,922,341,18044
Adoption Test - Account 49,USERLEVEL,-25,User 1,82,44,149,85,239,28,688,1777,9245
Adoption Test - Account 50,USERLEVEL,-25,User 1,59,11,51,48,231,21,996,4630,11767
Adoption Test - Account 51,USERLEVEL,-25,User 1,83,10,156,76,141,36,532,3674,5450
Adoption Test - Account 52,USERLEVEL,-25,User 1,75,41,136,90,168,2,288,3258,12061
Adoption Test - Account 53,USERLEVEL,-25,User 1,54,38,63,35,169,52,343,2673,215
Adoption Test - Account 54,USERLEVEL,-25,User 1,20,32,104,4,206,34,901,490,2758
Adoption Test - Account 55,USERLEVEL,-25,User 1,48,36,109,115,189,31,781,3583,7239
Adoption Test - Account 56,USERLEVEL,-25,User 1,98,44,163,87,123,47,540,2418,8543
Adoption Test - Account 57,USERLEVEL,-25,User 1,66,37,132,31,108,49,767,8327,15785
